Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Real evidence states the participant showers once a day and uses body wash only, indicating daily use."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove""]",Dove,"Real interview data states the participant uses only Dove in the past 3 months, showing strong loyalty and no mention of other brands recently used."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",very_satisfied,Very satisfied,"Participant is loyal to Dove since childhood and satisfied with its lightweight, mild, effective cleansing, indicating high satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like body washes to improve moisturization without feeling heavy or greasy, and to have simpler, more transparent ingredient lists that avoid harsh chemicals.","I would like body washes to improve moisturization without feeling heavy or greasy, and to have simpler, more transparent ingredient lists that avoid harsh chemicals.","Profile shows a strong preference for gentle, lightweight, moisturizing formulas that are safe for dry skin and face use, with distrust of harsh chemicals."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Interest is moderate as the concept fits busy days but price and skepticism about claims temper enthusiasm.
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing part is the promise of a quick, effective cleanse in just 60 seconds, which fits well with busy days when I have little time to shower.","The most appealing part is the promise of a quick, effective cleanse in just 60 seconds, which fits well with busy days when I have little time to shower.","Evidence highlights appreciation for speed and effective cleansing, especially in time-pressed situations, aligning with the product's 60-second claim."
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want clearer proof or dermatologist endorsement to trust the 60-second cleaning claim, and possibly a slightly lower price to justify trying something new.","I would want clearer proof or dermatologist endorsement to trust the 60-second cleaning claim, and possibly a slightly lower price to justify trying something new.","Concerns about price being high and skepticism about claims are documented, along with strong trust in doctor recommendations over marketing."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),"The concept fits somewhat well with current routine, matching prior answer that it is somewhat relevant."
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),Likely to save time moderately as the 60-second cleanse appeals but trust issues and satisfaction with current product limit higher rating.
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"While the product is Dove and promises speed, the participant values lightweight, gentle cleansing and is price sensitive; the 60-second spray is somewhat relevant but not strongly compelling."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The micellar technology and 60-second claim are somewhat different but not radically unique compared to other body washes.
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,"The product addresses quick cleansing needs which may be relevant occasionally, but participant typically showers once daily with a gentle routine, so relevance is moderate."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,Participant trusts Dove but is skeptical of marketing claims and prefers evidence-based info; micellar tech is plausible but may be cautiously received.
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"As a loyal Dove user, the product fits Dove's brand somewhat, but the fast-acting spray format is a slight departure from traditional Dove body wash."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Survey responses rate Dove 60-Second Body Spray as somewhat unique and somewhat fitting with routine, with moderate interest and skepticism about claims and price, indicating neutral to slightly positive ratings."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""skeptical_claims"", ""happy_current""]",Price might be too high; Might not work as claimed; Happy with current product,Participant is loyal to Dove but price sensitive with a ceiling around ₹350; also somewhat trusts Dove products but is cautious about new claims and generally happy with current Dove body wash.
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",4,4,"High interest due to appeal of 12-hour moisturization saving lotion step, consistent with prior 'probably buy' and strong dry skin concern."
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?","The idea of getting 12-hour moisturization straight from the shower is very appealing because I often skip lotion, and this would save time while addressing my dry skin.","The idea of getting 12-hour moisturization straight from the shower is very appealing because I often skip lotion, and this would save time while addressing my dry skin.","Profile shows dry skin concern and desire for moisturization without extra steps, making this benefit highly relevant and attractive."
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?","I would improve the concept by ensuring the formula feels lightweight and non-greasy, and by offering a smaller, more affordable trial size to encourage trying it.","I would improve the concept by ensuring the formula feels lightweight and non-greasy, and by offering a smaller, more affordable trial size to encourage trying it.","Preference for lightweight, gentle products and price sensitivity suggest a need for easy trial options and non-heavy textures."
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,3,3 (Somewhat well),Fits somewhat well with routine as moisturizing after shower is desired but formula concerns and price sensitivity moderate fit.
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,4,4,"Likely to save time moderately to highly since it removes lotion step, aligning with dry skin and time-saving preferences."
