Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Real evidence states the participant showers/bathes once a day and uses body wash only, indicating daily use."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove""]",Dove,Real interview evidence states the participant has used only Dove in recent months and is loyal to it.
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",very_satisfied,Very satisfied,"Participant is loyal to Dove, using it since childhood and satisfied with its mildness, effectiveness, and lightweight feel."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like body washes to have gentler ingredients without harsh chemicals, better hydration without needing extra lotion, and a fragrance that is fresh but not overpowering.","I would like body washes to have gentler ingredients without harsh chemicals, better hydration without needing extra lotion, and a fragrance that is fresh but not overpowering.","Real evidence shows a preference for mild, lightweight, effective cleansing with ingredient-consciousness and hydration as key factors."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Participant is somewhat interested in the Dove 60-Second Body Spray concept due to its quick cleaning benefit but has price concerns and wants trial sizes, so moderate interest (3) fits best."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing aspect is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I need a quick but effective shower.","The most appealing aspect is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I need a quick but effective shower.",Survey and real data highlight appreciation for speed and effective cleansing in the Dove 60-Second Body Spray concept.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would improve clarity on how well it works compared to regular Dove body wash, and possibly offer a more affordable trial size since price is a concern.","I would improve clarity on how well it works compared to regular Dove body wash, and possibly offer a more affordable trial size since price is a concern.","Concerns about price and skepticism about claims were noted, so clearer proof and better price accessibility would help."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),The concept fits somewhat well with the participant's routine as they find it somewhat relevant but are happy with current products and price is a concern.
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),Participant acknowledges the time-saving promise but is only moderately likely to feel it would save time given skepticism and satisfaction with current product.
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"While the product is from Dove and promises quick cleaning, the participant values proven gentle cleansing and is skeptical of novelty without strong evidence; also price and format might not fully align with their routine."
