Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Direct evidence states the participant showers/bathes once a day, implying daily use of body wash."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""lux""]",Dove; Lux,"Real interview data shows current use of Dove and past use of Lux body scrub, indicating recent use of these brands only."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant likes good fragrance, decent lather, and non-drying feel but finds fragrance lasting power only 'just okay', indicating moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like to see longer-lasting fragrance and better moisturising benefits without making the skin feel greasy. Also, packaging should be simple and not flashy, with a modest price around ₹200-350.","I would like to see longer-lasting fragrance and better moisturising benefits without making the skin feel greasy. Also, packaging should be simple and not flashy, with a modest price around ₹200-350.","Real interview data shows desire for improved fragrance lasting power and moisturising benefits, with preference for simple, minimalistic packaging and modest pricing."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Interest is moderate as the product is somewhat unique and fits busy days, but there is skepticism about claims and satisfaction with current Dove body wash."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well with busy days when I have limited time for showering.","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well with busy days when I have limited time for showering.",Survey responses indicate appreciation for the speed and efficiency benefit of the Dove 60-Second Body Spray concept.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want more assurance that it really works as claimed, since I am skeptical about new claims and happy with my current Dove body wash. Also, the price should be reasonable.","I would want more assurance that it really works as claimed, since I am skeptical about new claims and happy with my current Dove body wash. Also, the price should be reasonable.","Concerns about claims not working and satisfaction with current product were frequently mentioned, along with price sensitivity."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),"The concept fits somewhat well with the current routine, especially for busy days, but not perfectly due to skepticism and satisfaction with existing products."
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),"The product might moderately save time in the routine given the 60-second cleaning promise, but doubts about effectiveness temper enthusiasm."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"Participant values proven effectiveness and trusted brands, but the 60-second spray is a new format; likely cautious and not fully convinced to buy without trying."
