Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,Real evidence shows the participant uses body wash daily as part of their routine.
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""fiama"", ""nivea""]",Dove; Fiama; Nivea,"Real evidence shows current use of Dove and sometimes Clean & Clear (similar to Fiama), and mentions Nivea as a known mid-tier brand; no mention of Olay, Johnson's, Lux, Pears, or The Body Shop usage in past 3 months."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",very_satisfied,Very satisfied,"Participant expresses no frustrations with current body wash and shows strong loyalty to Dove, indicating high satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like to see more body washes with a thick, creamy texture that leave my skin feeling moisturized without needing extra lotion. Also, better formulations for hard water conditions would be helpful.","I would like to see more body washes with a thick, creamy texture that leave my skin feeling moisturized without needing extra lotion. Also, better formulations for hard water conditions would be helpful.","The profile emphasizes preference for thick cream texture and a moisturized post-wash feel, plus adaptation to water quality."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Interest in Dove 60-Second Body Spray is moderate as per prior answer 'somewhat relevant' and 'probably would buy' but concerns about proof and price limit enthusiasm.
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I need a quick shower between activities.","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I need a quick shower between activities.",Survey responses show moderate relevance and appeal for the Dove 60-Second Body Spray concept focused on speed and cleaning efficacy.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want clearer proof or dermatologist endorsement to trust the 60-second cleaning claim more, and possibly a slightly larger size option at a better price point.","I would want clearer proof or dermatologist endorsement to trust the 60-second cleaning claim more, and possibly a slightly larger size option at a better price point.","Concerns about price being high and skepticism about claims were noted, and trust in dermatologist recommendations is key."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),Fits somewhat well with current routine as previously answered 'somewhat relevant' and the product suits busy days but is not a core daily staple.
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,4,4,"Likely to save time moderately to highly since the concept promises a 60-second clean fitting busy schedules, matching prior appeal on speed."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",probably_buy,Probably would buy,"Participant is loyal to Dove and appreciates convenience and innovation but remains pragmatically cautious, so 'Probably would buy' fits their balanced impulsive yet pragmatic nature."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The 60-second micellar cleansing concept is somewhat different but not radically unique compared to other body washes.
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,The product’s speed and convenience align somewhat with the participant’s busy lifestyle but is not a critical personal need.
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,"Participant trusts Dove generally but would verify claims pragmatically, so finds claims somewhat believable."
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,very,Fits very well,Dove is the participant’s preferred brand and the product fits well with their expectations from Dove.
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 4, ""Boring-Exciting"": 4, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 4; Boring-Exciting: 4; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Survey responses rate Dove 60-Second Body Spray as somewhat unique, somewhat relevant, fitting well with Dove brand and appealing for busy days, so ratings lean positive but not extreme."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""skeptical_claims"", ""happy_current""]",Price might be too high; Might not work as claimed; Happy with current product,"Survey answers indicate some concern about price and efficacy for Dove 60-Second Body Spray, plus strong loyalty and satisfaction with current Dove body wash."
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",4,4,"Interest in Dove Skip is fairly high due to appeal of 12-hour moisturization and saving lotion step, but price concerns temper extreme enthusiasm."
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?",The idea of getting 12-hour moisturized skin straight from the shower is very appealing since I often skip lotion and want to save time while still feeling hydrated.,The idea of getting 12-hour moisturized skin straight from the shower is very appealing since I often skip lotion and want to save time while still feeling hydrated.,The lipid-lock technology and convenience of no need for body lotion aligns with the profile's texture and moisturization priorities.
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?","I would improve the concept by making the price more accessible, perhaps offering a smaller trial size, and ensuring the moisturizing effect is proven for Indian skin types and water conditions.","I would improve the concept by making the price more accessible, perhaps offering a smaller trial size, and ensuring the moisturizing effect is proven for Indian skin types and water conditions.",Price sensitivity and preference for products suited to Indian skin and water conditions are consistent with the profile.
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,3,3 (Somewhat well),"Fits somewhat well with current routine as moisturizing post-shower is desired but skipping lotion is occasional, so moderate fit."
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,4,4,"Likely to save time moderately to highly since moisturizing in-shower saves lotion application time, a key appeal noted."
Concept 2: Dove Skip,M8_q25,"Based on what you've seen, how likely would you be to buy the Dove Skip?",probably_buy,Probably would buy,"The moisturizing benefit aligns with participant’s preference for moisturized skin post-wash, and price is within acceptable range, making them likely but not certain to buy."
Concept 2: Dove Skip,M8_q27,How unique or different is the Dove Skip compared to other body wash products available today?,somewhat,Somewhat unique,"Similar Dove product (60-Second Body Spray) was rated somewhat unique, and given the moisturizing innovation fits Dove's typical positioning but is not radically different, 'Somewhat unique' is consistent."
Concept 2: Dove Skip,M8_q28,How relevant is the Dove Skip to your personal needs?,somewhat,Somewhat relevant,"The Dove 60-Second Body Spray was rated somewhat relevant, and since moisturizing post-wash skin feeling is a top priority, this product addresses a common pain point but may not be fully essential."
Concept 2: Dove Skip,M8_q29,How believable are the claims made about the Dove Skip?,somewhat,Somewhat believable,"Claims about Dove 60-Second Body Spray were rated somewhat believable, so similar skepticism applies to Dove Skip's advanced lipid-lock technology claims."
Concept 2: Dove Skip,M8_q30,How well does the Dove Skip idea fit with what you expect from the Dove brand?,very,Fits very well,"The Dove 60-Second Body Spray idea was said to fit very well with Dove brand expectations, so Dove Skip, being a moisturizing innovation, aligns well with Dove's brand image."
Concept 2: Dove Skip,M8_q31,How would you describe the Dove Skip? Rate each pair of characteristics.,"{""Basic-Premium"": 4, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 4; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,"Dove Skip is seen as somewhat unique and relevant with appeal for moisturizing without lotion, but price and proof concerns temper excitement and innovation ratings."
Concept 2: Dove Skip,M8_q34,"What concerns, if any, would you have about trying the Dove Skip? Select all that apply.","[""price_high"", ""skeptical_claims"", ""happy_current""]",Price might be too high; Might not work as claimed; Happy with current product,"Given the premium price of Dove Skip and moderate uniqueness perception, concerns about price and efficacy arise, alongside satisfaction with current product loyalty."
Concept 3: Dove Night Wash,M8_q35,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Interest is moderate as calming night ritual is appealing but price and proof concerns reduce extreme interest.
Concept 3: Dove Night Wash,M8_q36,"What, if anything, did you find most appealing about the Dove Night Wash concept?","The calming ritual aspect with chamomile and lavender oils to help unwind is appealing, making the night shower feel special and different from the rushed morning routine.","The calming ritual aspect with chamomile and lavender oils to help unwind is appealing, making the night shower feel special and different from the rushed morning routine.",The profile values aspirational self-care rituals and appreciates soothing ingredients for evening use.
Concept 3: Dove Night Wash,M8_q37,"What, if anything, would you change or improve about the Dove Night Wash concept?",I would want to see more evidence or dermatologist backing for the stress-reducing claims and perhaps a richer texture to enhance the relaxing experience.,I would want to see more evidence or dermatologist backing for the stress-reducing claims and perhaps a richer texture to enhance the relaxing experience.,"Skepticism about claims and trust in expert endorsements are important, along with texture preference."
Concept 3: Dove Night Wash,M8_q38,How well does the Dove Night Wash concept fit with your current routine?,3,3 (Somewhat well),"Fits somewhat well with current routine since night shower is a distinct moment but not always a rich ritual, matching prior 'somewhat relevant' rating."
Concept 3: Dove Night Wash,M8_q40,"Based on what you've seen, how likely would you be to buy the Dove Night Wash?",probably_buy,Probably would buy,"The participant showed a 'probably would buy' tendency for Dove 60-Second Body Spray and Dove Skip, indicating moderate purchase intent for new Dove variants; calming night wash fits aspirational but not urgent needs."
Concept 3: Dove Night Wash,M8_q42,How unique or different is the Dove Night Wash compared to other body wash products available today?,somewhat,Somewhat unique,The calming night shower concept with chamomile and lavender oils is somewhat unique but not radically different from other body washes with relaxing scents.
Concept 3: Dove Night Wash,M8_q43,How relevant is the Dove Night Wash to your personal needs?,somewhat,Somewhat relevant,"While the night wash addresses a specific need (unwinding at night), the participant prioritizes texture and moisturization, so relevance is moderate."
Concept 3: Dove Night Wash,M8_q44,How believable are the claims made about the Dove Night Wash?,somewhat,Somewhat believable,"Claims about clinical benefits and stress hormone reduction are likely viewed with moderate belief, consistent with prior ratings for Dove claims."
Concept 3: Dove Night Wash,M8_q45,How well does the Dove Night Wash idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Previous answers rated Dove Night Wash as somewhat unique and somewhat relevant, with moderate believability; thus, the fit with Dove brand is positive but not extremely strong."
Concept 3: Dove Night Wash,M8_q46,How would you describe the Dove Night Wash? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,"Dove Night Wash concept fits moderately with routine and is somewhat unique and relevant, but desire for more proof and richer texture lowers strong positive ratings."
Concept 3: Dove Night Wash,M8_q49,"What concerns, if any, would you have about trying the Dove Night Wash? Select all that apply.","[""price_high"", ""skeptical_claims"", ""happy_current""]",Price might be too high; Might not work as claimed; Happy with current product,"Dove Night Wash is seen as somewhat unique but priced mid to premium; typical concerns include price and effectiveness, balanced by satisfaction with current body wash."
Concept 4: Dove Yours & Mine,M8_q50,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Earlier answers show moderate interest (somewhat) in Dove Yours & Mine, appreciating the personalized fragrance quiz and connection aspect but concerned about price accessibility."
Concept 4: Dove Yours & Mine,M8_q51,"What, if anything, did you find most appealing about the Dove Yours & Mine concept?",The personalized fragrance quiz and the idea of carrying a subtle trace of my partner’s scent to feel connected throughout the day is the most appealing aspect.,The personalized fragrance quiz and the idea of carrying a subtle trace of my partner’s scent to feel connected throughout the day is the most appealing aspect.,"Emotional connection and personalization resonate with the profile, though fragrance is secondary to texture."
