Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"The participant uses body wash regularly as part of a detailed grooming routine and values convenience, indicating daily use."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""fiama"", ""other""]",Dove; Fiama; Other brand,"Real evidence shows current use of Dove and occasional use of exfoliating brands like Clean & Clear (similar to Fiama), and willingness to try new brands supports inclusion of 'Other brand'."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",very_satisfied,Very satisfied,"The participant expresses no frustration with current body wash texture or scent and likes Dove and Clean & Clear, indicating high satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like to see better moisturizing effects that last longer after showering, and more transparency about ingredients so I know exactly what I'm applying on my skin.","I would like to see better moisturizing effects that last longer after showering, and more transparency about ingredients so I know exactly what I'm applying on my skin.","The participant values moisturizing skin feeling and ingredient transparency, and is very satisfied with current products but open to improvements in hydration and clarity."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Participant is somewhat interested in the Dove 60-Second Body Spray concept due to its speed and convenience but is cautious about price and claims.
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The speed and convenience of getting clean in just 60 seconds is appealing, especially for busy days when I have to rush between activities.","The speed and convenience of getting clean in just 60 seconds is appealing, especially for busy days when I have to rush between activities.","Participant finds the 60-second cleaning benefit somewhat relevant and appreciates quick, effective grooming solutions for confidence."
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want clearer proof or dermatologist endorsement to trust the claims, and possibly a lower price point to justify trying it since I'm happy with my current body wash.","I would want clearer proof or dermatologist endorsement to trust the claims, and possibly a lower price point to justify trying it since I'm happy with my current body wash.","Concerns about price being too high and skepticism about claims were noted, along with satisfaction with current product."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),The concept fits somewhat well with the participant's routine as they value convenience but are happy with their current body wash.
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),Participant believes the product might moderately save time in their routine given the 60-second cleaning benefit.
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"While the Dove 60-Second Body Spray offers speed which is relevant, the participant values moisturizing and thick cream texture more, so may be ambivalent about this new format."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The micellar 60-second cleansing is somewhat different but not radically unique compared to existing body washes.
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,"The product's speed addresses occasional needs when rushing, but daily use prefers moisturizing thick cream texture, making it moderately relevant."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,Claims about micellar technology and quick cleansing seem plausible but the participant is deliberative and would want more evidence before full trust.
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Dove is trusted and known for moisturizing body washes, so a quick body spray fits the brand somewhat but is a departure from usual texture and moisturizing focus."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"The Dove 60-Second Body Spray is seen as somewhat unique and innovative but fits only somewhat with current routine and expectations, so neutral to slightly positive ratings are appropriate."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""skeptical_claims"", ""happy_current""]",Price might be too high; Might not work as claimed; Happy with current product,"Survey responses indicate some hesitation about Dove 60-Second Body Spray's price and efficacy, plus satisfaction with current Dove body wash."
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",4,4,"Participant finds the Dove Skip concept appealing for its 12-hour moisturization and convenience, indicating strong interest."
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?",The idea of getting 12-hour moisturized skin straight from the shower without needing lotion is very appealing and fits my preference for moisturizing and convenient products.,The idea of getting 12-hour moisturized skin straight from the shower without needing lotion is very appealing and fits my preference for moisturizing and convenient products.,"Participant values moisturized skin post-wash and convenience, matching the core appeal of Dove Skip."
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?","I would like to see a more affordable price option or smaller trial sizes to try it first, and more detailed ingredient information to ensure it suits my skin type.","I would like to see a more affordable price option or smaller trial sizes to try it first, and more detailed ingredient information to ensure it suits my skin type.",Price sensitivity and preference for trying samples before committing are consistent with participant behavior.
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,3,3 (Somewhat well),"The Dove Skip concept fits somewhat well with the participant's routine, aligning with their preference for moisturizing and convenience."
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,4,4,Participant sees Dove Skip as likely to save time by eliminating the need for lotion after showering.
Concept 2: Dove Skip,M8_q25,"Based on what you've seen, how likely would you be to buy the Dove Skip?",probably_buy,Probably would buy,"The Dove Skip's 12-hour moisturization aligns well with the participant's preference for moisturizing body wash and convenience, making it appealing though price is mid-premium."
Concept 2: Dove Skip,M8_q27,How unique or different is the Dove Skip compared to other body wash products available today?,somewhat,Somewhat unique,"Similar Dove product (60-Second Body Spray) was rated 'Somewhat unique' and this product concept is an extension of moisturizing benefits, so 'Somewhat unique' fits."
Concept 2: Dove Skip,M8_q28,How relevant is the Dove Skip to your personal needs?,somewhat,Somewhat relevant,"The participant values moisturizing effects and dislikes skipping lotion but is somewhat skeptical and deliberative, so relevance is moderate, matching prior 'somewhat relevant' rating for Dove 60-Second Body Spray."
Concept 2: Dove Skip,M8_q29,How believable are the claims made about the Dove Skip?,somewhat,Somewhat believable,"Prior survey responses show 'somewhat believable' for Dove claims, reflecting pragmatic but cautious trust in brand claims."
Concept 2: Dove Skip,M8_q30,How well does the Dove Skip idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Previous Dove product claims fit 'somewhat well' with expectations, consistent with brand loyalty but critical evaluation."
Concept 2: Dove Skip,M8_q31,How would you describe the Dove Skip? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 4, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 4; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Dove Skip appeals due to moisturizing convenience and is somewhat unique and innovative, fitting moderately well with routine, so mid to slightly positive ratings fit."
Concept 2: Dove Skip,M8_q34,"What concerns, if any, would you have about trying the Dove Skip? Select all that apply.","[""price_high"", ""skeptical_claims"", ""happy_current""]",Price might be too high; Might not work as claimed; Happy with current product,"Similar concerns apply to Dove Skip given its premium price and the participant's cautious but somewhat positive view of new Dove products, alongside satisfaction with current body wash."
Concept 3: Dove Night Wash,M8_q35,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Participant is moderately interested in Dove Night Wash due to its calming ritual but cautious about price and proof of claims.
Concept 3: Dove Night Wash,M8_q36,"What, if anything, did you find most appealing about the Dove Night Wash concept?",The calming ritual with chamomile and lavender oils to help unwind and prepare for sleep sounds very appealing and different from my usual shower routine.,The calming ritual with chamomile and lavender oils to help unwind and prepare for sleep sounds very appealing and different from my usual shower routine.,"Participant appreciates products that add value to grooming routines and is interested in calming, skin-beneficial ingredients."
Concept 3: Dove Night Wash,M8_q37,"What, if anything, would you change or improve about the Dove Night Wash concept?","I would want clearer evidence of the stress-reducing claims and possibly a more competitive price, as I am cautious about paying a premium without strong proof.","I would want clearer evidence of the stress-reducing claims and possibly a more competitive price, as I am cautious about paying a premium without strong proof.","Skepticism about claims and price concerns are consistent, with a preference for trusted recommendations."
Concept 3: Dove Night Wash,M8_q38,How well does the Dove Night Wash concept fit with your current routine?,3,3 (Somewhat well),The Night Wash fits somewhat well with the participant's routine as an occasional calming shower product.
Concept 3: Dove Night Wash,M8_q40,"Based on what you've seen, how likely would you be to buy the Dove Night Wash?",might_buy,Might or might not buy,Participant is open to trying new Dove variants but not strongly convinced; prior similar Dove product purchase intent was 'might or might not buy.'
Concept 3: Dove Night Wash,M8_q42,How unique or different is the Dove Night Wash compared to other body wash products available today?,somewhat,Somewhat unique,"The calming night shower concept is somewhat unique but not radically different from other body washes, consistent with prior uniqueness ratings."
Concept 3: Dove Night Wash,M8_q43,How relevant is the Dove Night Wash to your personal needs?,somewhat,Somewhat relevant,"The participant values moisturizing and skin benefits but does not prioritize scent or ritual strongly, so relevance is moderate."
Concept 3: Dove Night Wash,M8_q44,How believable are the claims made about the Dove Night Wash?,somewhat,Somewhat believable,"Claims involving clinical ingredients and stress reduction are plausible but participant remains cautiously skeptical, matching prior 'somewhat believable' ratings."
Concept 3: Dove Night Wash,M8_q45,How well does the Dove Night Wash idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Prior survey answers show Dove Night Wash fits somewhat well with Dove brand expectations, consistent with the product's calming, moisturizing positioning."
Concept 3: Dove Night Wash,M8_q46,How would you describe the Dove Night Wash? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Dove Night Wash is somewhat unique with calming benefits but fits only moderately with routine and expectations, so neutral to slightly positive ratings apply."
Concept 3: Dove Night Wash,M8_q49,"What concerns, if any, would you have about trying the Dove Night Wash? Select all that apply.","[""price_high"", ""skeptical_claims"", ""happy_current""]",Price might be too high; Might not work as claimed; Happy with current product,Consistent pattern of moderate skepticism about new Dove variants with premium pricing and contentment with existing body wash.
Concept 4: Dove Yours & Mine,M8_q50,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Previous answers show moderate interest (might_buy) in Dove Yours & Mine with appeal for personalized fragrance quiz but price at ₹799 is a barrier.
Concept 4: Dove Yours & Mine,M8_q51,"What, if anything, did you find most appealing about the Dove Yours & Mine concept?","The personalized fragrance quiz and the idea of carrying a subtle trace of my partner's scent to feel connected is appealing, though the premium price might be a barrier.","The personalized fragrance quiz and the idea of carrying a subtle trace of my partner's scent to feel connected is appealing, though the premium price might be a barrier.",Participant finds the concept somewhat relevant and unique but is price-sensitive and values product efficacy over novelty.
Concept 4: Dove Yours & Mine,M8_q52,"What, if anything, would you change or improve about the Dove Yours & Mine concept?","I like the personalized fragrance quiz and the idea of feeling connected through scent, but the price at ₹799 for the couples kit feels a bit high; I would improve it by offering smaller trial sizes or a more affordable option and clearer ingredient transparency.","I like the personalized fragrance quiz and the idea of feeling connected through scent, but the price at ₹799 for the couples kit feels a bit high; I would improve it by offering smaller trial sizes or a more affordable option and clearer ingredient transparency.","Direct evidence shows appeal for the personalized fragrance quiz and connection aspect, but price is a barrier; preference for ingredient transparency and trial sizes aligns with profile."
Concept 4: Dove Yours & Mine,M8_q55,"Based on what you've seen, how likely would you be to buy the Dove Yours & Mine?",might_buy,Might or might not buy,"The participant is somewhat open to new Dove products but price (₹799-999) and personalized fragrance are not strongly compelling, so purchase likelihood is uncertain."
