Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,Real evidence states the participant showers once daily and uses body wash only.
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""pears"", ""lux"", ""other""]",Dove; Pears; Lux; Other brand,"Real evidence lists Dove, Pears, Bath & Body Works (as other brand), and Lux among recalled brands used recently."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,Participant expresses some dissatisfaction with scent and skin feel but overall finds current body wash clean enough.
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like body washes to improve their cleansing efficiency without needing extra scrubbing, and have longer-lasting fresh scent without being overpowering.","I would like body washes to improve their cleansing efficiency without needing extra scrubbing, and have longer-lasting fresh scent without being overpowering.",Evidence shows preference for effective cleansing with minimal effort and appreciation for fresh citrus or aquatic scents that last half a day.
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Prior answers show moderate interest ('somewhat interested') in the Dove 60-Second Body Spray concept due to its promise of quick cleansing, but skepticism about claims and price limit enthusiasm."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing aspect is the promise of getting completely clean in just 60 seconds using proven micellar technology, which fits my need for quick, effective cleansing on busy days.","The most appealing aspect is the promise of getting completely clean in just 60 seconds using proven micellar technology, which fits my need for quick, effective cleansing on busy days.",The concept's speed and clinical backing align with my vibe-then-verify style and preference for clinically credible claims.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want clearer evidence or clinical proof that the 60-second formula truly cleans as claimed, and possibly a slightly larger size for better value at the price point.","I would want clearer evidence or clinical proof that the 60-second formula truly cleans as claimed, and possibly a slightly larger size for better value at the price point.","Skepticism about claims and price concerns are documented, so improving credibility and value would address these."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),"The concept fits somewhat well with the routine as the twin values quick, effective cleansing but is not fully convinced without clinical proof."
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),"The product might moderately save time, aligning with the twin's need for speed on busy days, but uncertainty about effectiveness tempers the rating."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"While the micellar technology and speed appeal, participant would need to verify clinical claims and ingredient efficacy before committing."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,"Micellar technology in body wash is somewhat innovative, but quick-clean claims are not entirely unique in the market."
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,Speed and convenience are appreciated but not a top priority; participant prefers thorough cleansing and ingredient-backed efficacy.
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,"Claims seem plausible due to Dove's reputation, but participant would look for clinical proof and ingredient details before full trust."
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Dove is known for gentle, effective cleansing; the 60-second spray fits Dove's innovation but is a slight departure from traditional body wash."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 4, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 4; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"The Dove 60-Second Body Spray is seen as somewhat premium and innovative due to micellar technology but only somewhat relevant and memorable, matching prior ratings and appeal focused on clinical proof and quick cleansing."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""skeptical_claims"", ""happy_current""]",Price might be too high; Might not work as claimed; Happy with current product,"Participant is somewhat interested but cautious about claims and price (₹199-399), and generally somewhat satisfied with current body wash."
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",4,4,"The Dove Skip concept is appealing for its 12-hour moisturization saving lotion use, which fits the twin's preference for multi-benefit products and time-saving."
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?","The most appealing part is the 12-hour moisturization straight from the shower, eliminating the need for a separate lotion, which saves time and effort.","The most appealing part is the 12-hour moisturization straight from the shower, eliminating the need for a separate lotion, which saves time and effort.","Multi-benefit value seeking and convenience are important, so a product combining cleansing with lasting hydration is attractive."
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?",I would want more clinical data or dermatologist endorsements to back the lipid-lock technology and assurance it works for my skin type before paying the premium price.,I would want more clinical data or dermatologist endorsements to back the lipid-lock technology and assurance it works for my skin type before paying the premium price.,"Clinical backing is key for paying a premium, and skepticism about claims is common."
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,3,3 (Somewhat well),Fits somewhat well with current routine since the twin likes moisturizing benefits but would want clinical backing before fully integrating it.
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,4,4,"Likely to save time by eliminating lotion step, which the twin finds valuable, hence a relatively high rating."
Concept 2: Dove Skip,M8_q25,"Based on what you've seen, how likely would you be to buy the Dove Skip?",probably_buy,Probably would buy,"The promise of 12-hour moisturization aligns with participant’s desire for post-wash skin hydration and clinical efficacy, making it appealing though price is mid-premium."
Concept 2: Dove Skip,M8_q27,How unique or different is the Dove Skip compared to other body wash products available today?,somewhat,Somewhat unique,"Similar to prior ratings of Dove 60-Second Body Spray as somewhat unique, this product's advanced lipid-lock tech is interesting but not radically different from other moisturizing body washes."
Concept 2: Dove Skip,M8_q28,How relevant is the Dove Skip to your personal needs?,somewhat,Somewhat relevant,"Consistent with previous relevance ratings for Dove products, moisturizing after shower is a known need but not urgent or highly differentiated for this twin."
Concept 2: Dove Skip,M8_q29,How believable are the claims made about the Dove Skip?,somewhat,Somewhat believable,"Prior evidence shows this twin rates Dove claims as somewhat believable, requiring clinical backing and ingredient transparency to fully trust."
Concept 2: Dove Skip,M8_q30,How well does the Dove Skip idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Matches earlier assessment that Dove concepts fit somewhat well with brand expectations, balancing aspirational and credible elements."
Concept 2: Dove Skip,M8_q31,How would you describe the Dove Skip? Rate each pair of characteristics.,"{""Basic-Premium"": 4, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 4, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 4; Boring-Exciting: 3; Not for me-Made for me: 4; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,"Dove Skip is moderately premium and fits the routine well with a functional benefit (12-hour moisturization), but is not considered highly exciting or memorable, consistent with prior somewhat ratings."
Concept 2: Dove Skip,M8_q34,"What concerns, if any, would you have about trying the Dove Skip? Select all that apply.","[""price_high"", ""skeptical_claims"", ""happy_current""]",Price might be too high; Might not work as claimed; Happy with current product,"Given Dove Skip's price (₹349-599) and advanced claims, participant would be skeptical about efficacy and price, while being somewhat satisfied with current product."
Concept 3: Dove Night Wash,M8_q35,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Moderate interest in Dove Night Wash due to calming ingredients and niche positioning, but price and proof concerns limit enthusiasm."
Concept 3: Dove Night Wash,M8_q36,"What, if anything, did you find most appealing about the Dove Night Wash concept?","I like that it offers a calming, stress-reducing shower experience with ingredients like chamomile and lavender clinically shown to reduce stress hormones.","I like that it offers a calming, stress-reducing shower experience with ingredients like chamomile and lavender clinically shown to reduce stress hormones.",The clinical ingredient focus and differentiation for night use fits my preference for substance close to aesthetic hook.
