Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Direct evidence states the participant showers twice daily, implying daily use of body wash."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""lux"", ""fiama"", ""other""]",Dove; Lux; Fiama; Other brand,"Participant shows familiarity with Dove, Lux, Fiama and uses multiple brands recently; 'Other brand' included due to openness to trying new brands and low loyalty."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant uses body wash regularly and values fragrance and foam but also tries multiple brands, indicating moderate satisfaction rather than very high."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like body washes to come with a loofah or some kind of exfoliating accessory included, and for the fragrance to last longer without being overpowering.","I would like body washes to come with a loofah or some kind of exfoliating accessory included, and for the fragrance to last longer without being overpowering.",Real interview data shows preference for body wash that comes with a loofah and values fragrance and skin feel.
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",4,4,"The participant is somewhat interested in the Dove 60-Second Body Spray concept due to its time-saving promise but has concerns about price and effectiveness, so a rating of 4 reflects moderate to strong interest."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I have little time to shower properly.","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I have little time to shower properly.",Survey responses indicate appreciation for the speed and convenience of the Dove 60-Second Body Spray concept.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want the price to be more affordable, maybe closer to ₹299 for the regular size, and I’d like reassurance that it really works as claimed without irritating my skin.","I would want the price to be more affordable, maybe closer to ₹299 for the regular size, and I’d like reassurance that it really works as claimed without irritating my skin.",Concerns about price being too high and possible skin irritation were noted in survey answers.
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),The Dove 60-Second Body Spray fits somewhat well with the participant's routine as they value quick cleansing for busy days but do not fully rely on it.
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,4,4,"The product is moderately likely to save time in the participant's routine given the 60-second cleaning promise, which appeals to their busy lifestyle."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",probably_buy,Probably would buy,"The Dove 60-Second Body Spray's quick cleaning benefit aligns with participant’s busy lifestyle and preference for effective cleansing, but price and novelty may cause some hesitation."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The micellar technology and 60-second claim are somewhat different but not radically unique compared to other body washes.
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,"The product’s quick cleaning fits a busy schedule, which is somewhat relevant, but participant values fragrance and moisturization which may not be fully addressed."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,Claims about micellar technology and quick cleansing are plausible but participant tends to research and be cautious about new claims.
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Dove is a familiar brand and trusted for moisturizing cleansers, so the product fits the brand somewhat, though this new format is a bit different."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 4, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 4; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Survey responses indicate the Dove 60-Second Body Spray is seen as somewhat unique and innovative but fits moderately with routine, so mid to slightly positive ratings on innovation and excitement fit best."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation""]",Price might be too high; Might not work as claimed; Could irritate my skin,Participant is somewhat concerned about price and efficacy based on mid-range price sensitivity and moderate trust in new products; skin irritation is a common concern given testing approach.
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",4,4,"The participant finds the Dove Skip concept appealing for its 12-hour moisturization and time-saving benefit, showing moderate to strong interest."
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?","The most appealing aspect is the 12-hour moisturized skin benefit straight from the shower, which saves time by skipping lotion application.","The most appealing aspect is the 12-hour moisturized skin benefit straight from the shower, which saves time by skipping lotion application.","Survey and profile data show interest in moisturization without extra steps, matching Dove Skip's promise."
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?","I would improve it by making the price more accessible, perhaps offering smaller trial sizes around ₹199, and ensuring the fragrance is subtle yet pleasant.","I would improve it by making the price more accessible, perhaps offering smaller trial sizes around ₹199, and ensuring the fragrance is subtle yet pleasant.",Price sensitivity and fragrance preference are consistent concerns; smaller packs could reduce risk.
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,3,3 (Somewhat well),Dove Skip fits somewhat well with the participant's routine as they appreciate moisturizing benefits but have price concerns and want subtle fragrance.
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,4,4,"The Dove Skip is moderately likely to save time by eliminating the need for lotion, aligning with the participant's desire to simplify their routine."
Concept 2: Dove Skip,M8_q25,"Based on what you've seen, how likely would you be to buy the Dove Skip?",probably_buy,Probably would buy,"The Dove Skip’s 12-hour moisturization aligns well with participant’s desire for moisturized skin and convenience, making it appealing though price is mid-to-high range."
Concept 2: Dove Skip,M8_q27,How unique or different is the Dove Skip compared to other body wash products available today?,somewhat,Somewhat unique,"Similar to the Dove 60-Second Body Spray, the Dove Skip's moisturizing-in-shower claim is somewhat unique but not completely novel, fitting the participant's moderate uniqueness perception."
Concept 2: Dove Skip,M8_q28,How relevant is the Dove Skip to your personal needs?,somewhat,Somewhat relevant,"The participant previously rated Dove 60-Second Body Spray as somewhat relevant and values moisturized skin but balances this with price sensitivity and habit, so relevance is moderate."
Concept 2: Dove Skip,M8_q29,How believable are the claims made about the Dove Skip?,somewhat,Somewhat believable,"Given the participant's tendency to research claims and moderate trust in Dove's claims (somewhat believable for Dove 60-Second Spray), they would similarly find Dove Skip's claims somewhat believable."
Concept 2: Dove Skip,M8_q30,How well does the Dove Skip idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"The participant rated Dove 60-Second Body Spray as fitting somewhat well with Dove brand expectations, so the Dove Skip concept would be perceived similarly."
Concept 2: Dove Skip,M8_q31,How would you describe the Dove Skip? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,"The Dove Skip concept was rated somewhat unique and somewhat fitting to routine with moderate interest, so neutral ratings across characteristics are consistent."
Concept 2: Dove Skip,M8_q34,"What concerns, if any, would you have about trying the Dove Skip? Select all that apply.","[""price_high"", ""skeptical_claims""]",Price might be too high; Might not work as claimed,Price sensitivity is high for mid-range shopper; some skepticism about claims is consistent with 'somewhat' belief in claims.
Concept 3: Dove Night Wash,M8_q35,"Overall, how interested are you in this product concept?",4,4,The participant is moderately to strongly interested in Dove Night Wash due to its calming ritual and natural ingredients but wants a stronger fragrance and lower price.
Concept 3: Dove Night Wash,M8_q36,"What, if anything, did you find most appealing about the Dove Night Wash concept?",I like that it turns the night shower into a calming ritual with natural ingredients like chamomile and lavender to help me relax before sleep.,I like that it turns the night shower into a calming ritual with natural ingredients like chamomile and lavender to help me relax before sleep.,"The calming, mood-based benefit aligns with the profile's preference for emotional storytelling and natural claims."
Concept 3: Dove Night Wash,M8_q37,"What, if anything, would you change or improve about the Dove Night Wash concept?","I would want the fragrance to be a bit stronger or longer-lasting and the price to be slightly lower, maybe around ₹250 for 250ml to encourage regular use.","I would want the fragrance to be a bit stronger or longer-lasting and the price to be slightly lower, maybe around ₹250 for 250ml to encourage regular use.",Fragrance importance and price concerns are consistent; a stronger scent and better price would improve appeal.
Concept 3: Dove Night Wash,M8_q38,How well does the Dove Night Wash concept fit with your current routine?,3,3 (Somewhat well),The Night Wash fits somewhat well with the participant's routine as they value a calming night shower but have some reservations about price and fragrance strength.
Concept 3: Dove Night Wash,M8_q40,"Based on what you've seen, how likely would you be to buy the Dove Night Wash?",probably_buy,Probably would buy,"The participant showed moderate purchase intent for Dove 60-Second Body Spray and values sensory and ritualistic bathing experiences, making probable purchase likely for Dove Night Wash."
Concept 3: Dove Night Wash,M8_q42,How unique or different is the Dove Night Wash compared to other body wash products available today?,somewhat,Somewhat unique,"The calming night shower concept with lavender and chamomile is somewhat unique but not completely novel, matching the participant's moderate uniqueness perception for Dove products."
Concept 3: Dove Night Wash,M8_q43,How relevant is the Dove Night Wash to your personal needs?,somewhat,Somewhat relevant,"The participant values self-care rituals and calming sensory experiences but balances relevance with price and habit, so relevance is somewhat."
Concept 3: Dove Night Wash,M8_q44,How believable are the claims made about the Dove Night Wash?,somewhat,Somewhat believable,"Consistent with prior ratings of Dove claims, the participant would find the clinical claims about stress hormone reduction somewhat believable but would research more."
