Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,Real interview data shows I shower twice daily and use body wash as part of my routine.
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""pears"", ""dove"", ""nivea""]",Pears; Dove; Nivea,"Real interview data shows current use of Pears and Man matters, with awareness of Dove and Nivea brands, selecting those available in the options."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Evidence shows I like my current Pears body wash for smell and gentleness, but my low brand loyalty and willingness to experiment suggests room for improvement."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?",Better fragrance that lasts all day and lower prices for premium products with natural ingredients.,Better fragrance that lasts all day and lower prices for premium products with natural ingredients.,"Evidence shows I prioritize long-lasting fragrance, am price-sensitive due to budget constraints, and prefer natural/chemical-free formulations."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"While I found the trial size appealing for hostel life, I rated it 'probably would not buy' due to price concerns and need for good fragrance confirmation, indicating moderate interest."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The trial size at ₹199 is good for testing, and the quick cleaning could be useful for hostel life when rushing between classes.","The trial size at ₹199 is good for testing, and the quick cleaning could be useful for hostel life when rushing between classes.","Evidence shows I prefer sample-first approach to reduce risk and am budget-conscious, plus the convenience fits my student lifestyle."
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","The price is still high for my budget, and I'd want to know if it has good fragrance since that's essential for me.","The price is still high for my budget, and I'd want to know if it has good fragrance since that's essential for me.","Evidence shows I'm price-first decision maker with below ₹25k income and fragrance is non-negotiable, which wasn't clearly addressed in the concept."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,4,4,"The concept fits well with my hostel life where I'm rushing between classes, as I mentioned it could be useful for quick cleaning when time is limited."
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,4,4,"Given my hostel lifestyle with rushing between activities and classes, a 60-second cleaning solution would likely save significant time in my routine."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",probably_not,Probably would not buy,"At ₹399 for 200ml, this is expensive for my budget constraints, and the spray format lacks the thick cream texture and lathering experience I prefer."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,very,Very unique,"The 60-second spray format with micellar technology is quite different from traditional body washes, though I'm not personally drawn to it."
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,"While I shower twice daily and could use speed, I prefer my routine with proper lathering and don't feel rushed enough to need this solution."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,"Dove is a trusted brand and micellar technology exists in face care, but the 60-second complete cleaning claim seems ambitious."
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Dove is known for gentle, moisturizing products which aligns, but the spray format is quite different from their traditional body wash offerings."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 4, ""Not for me-Made for me"": 4, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 4}",Basic-Premium: 3; Boring-Exciting: 4; Not for me-Made for me: 4; Old-fashioned-Innovative: 4; Forgettable-Memorable: 4,"The concept appeals for hostel life convenience and trial size fits budget, making it moderately premium, exciting for quick cleaning, somewhat made for me, innovative with micellar technology, and memorable for the 60-second promise."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""skeptical_claims""]",Price might be too high; Might not work as claimed,"As a price-first decision maker with budget constraints (below ₹25k income), ₹199-399 pricing would be concerning, plus preference for proven products over new claims."
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",4,4,"I found the moisturizing benefit very appealing since I want moisturized skin feeling, and skipping the extra lotion step saves time and money, indicating strong interest."
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?","The moisturizing benefit appeals to me since I want moisturized skin feeling, and skipping extra lotion step saves time and money.","The moisturizing benefit appeals to me since I want moisturized skin feeling, and skipping extra lotion step saves time and money.","Real interview data shows my ideal post-wash feeling is moisturized, and this concept eliminates need for separate moisturizer purchase."
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?","The price at ₹349-599 is too high for my budget, I'd prefer a trial size option first and want to ensure it has good fragrance.","The price at ₹349-599 is too high for my budget, I'd prefer a trial size option first and want to ensure it has good fragrance.","Evidence shows I'm budget-constrained, prefer sample-first approach, and fragrance is non-negotiable but wasn't mentioned in this concept."
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,4,4,The concept fits well since I prefer moisturized skin feeling and the time/money savings from skipping separate lotion application aligns with my budget constraints.
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,4,4,"Eliminating the need for separate body lotion application would definitely save time in my routine, especially valuable given my busy hostel schedule."
Concept 2: Dove Skip,M8_q25,"Based on what you've seen, how likely would you be to buy the Dove Skip?",might_buy,Might or might not buy,"The moisturizing benefit appeals to me since I prefer moisturized skin feeling, but at ₹349-599 it's expensive and I'd want to try a sample first."
Concept 2: Dove Skip,M8_q27,How unique or different is the Dove Skip compared to other body wash products available today?,very,Very unique,"The moisturizing-without-lotion concept aligns with my preference for functional benefits and convenience, making it stand out significantly from regular body washes."
Concept 2: Dove Skip,M8_q28,How relevant is the Dove Skip to your personal needs?,very,Very relevant,"This directly addresses my desire for moisturized skin post-wash and eliminates an extra step, which is highly relevant to my functional benefit preferences."
Concept 2: Dove Skip,M8_q29,How believable are the claims made about the Dove Skip?,somewhat,Somewhat believable,"While the moisturizing benefit appeals to me, the 'advanced lipid-lock technology' sounds somewhat technical and I prefer natural, chemical-free products."
Concept 2: Dove Skip,M8_q30,How well does the Dove Skip idea fit with what you expect from the Dove brand?,very,Fits very well,Dove is known for moisturizing benefits and this concept extends that core brand promise in a logical way that matches my expectations.
Concept 2: Dove Skip,M8_q31,How would you describe the Dove Skip? Rate each pair of characteristics.,"{""Basic-Premium"": 4, ""Boring-Exciting"": 4, ""Not for me-Made for me"": 5, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 4}",Basic-Premium: 4; Boring-Exciting: 4; Not for me-Made for me: 5; Old-fashioned-Innovative: 4; Forgettable-Memorable: 4,"The moisturizing benefit strongly appeals since I want moisturized skin feeling and it saves time and money by skipping lotion step, making it very much made for me with good premium positioning."
Concept 2: Dove Skip,M8_q34,"What concerns, if any, would you have about trying the Dove Skip? Select all that apply.","[""price_high""]",Price might be too high,"At ₹349-599, this exceeds my typical ₹200-350 spending range, and as a budget-constraint-adaptive person, the premium pricing would be the main concern."
Concept 3: Dove Night Wash,M8_q35,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"I found the calming ritual idea nice for evening relaxation and prefer the natural chamomile/lavender ingredients, but price concerns limit my enthusiasm."
Concept 3: Dove Night Wash,M8_q36,"What, if anything, did you find most appealing about the Dove Night Wash concept?","The calming ritual idea sounds nice for evening relaxation, and chamomile/lavender are natural ingredients which I prefer.","The calming ritual idea sounds nice for evening relaxation, and chamomile/lavender are natural ingredients which I prefer.","Evidence shows I prefer natural/chemical-free products and the concept aligns with my preference for gentle, natural formulations."
Concept 3: Dove Night Wash,M8_q37,"What, if anything, would you change or improve about the Dove Night Wash concept?","The price at ₹299-499 is high for my budget, I'd want a smaller trial size first and need to know how the fragrance compares to my current Pears.","The price at ₹299-499 is high for my budget, I'd want a smaller trial size first and need to know how the fragrance compares to my current Pears.","Evidence shows I'm price-sensitive, prefer sample-first approach, and currently use Pears which I like for its smell and gentleness."
Concept 3: Dove Night Wash,M8_q38,How well does the Dove Night Wash concept fit with your current routine?,3,3 (Somewhat well),"While the calming evening concept appeals to me and I like natural ingredients, my current routine works adequately and price is a concern for this premium positioning."
Concept 3: Dove Night Wash,M8_q40,"Based on what you've seen, how likely would you be to buy the Dove Night Wash?",might_buy,Might or might not buy,"The natural ingredients like chamomile and lavender appeal to my preference for gentle, natural products, but at ₹299-499 it's at the higher end of my budget range."
Concept 3: Dove Night Wash,M8_q42,How unique or different is the Dove Night Wash compared to other body wash products available today?,very,Very unique,A body wash specifically designed for nighttime with stress-reducing ingredients is quite different from standard body washes and addresses a specific use case.
Concept 3: Dove Night Wash,M8_q43,How relevant is the Dove Night Wash to your personal needs?,somewhat,Somewhat relevant,"While I shower twice daily and would appreciate a calming evening routine, the sleep-focused positioning is less critical than my core needs for fragrance and moisturizing."
Concept 3: Dove Night Wash,M8_q44,How believable are the claims made about the Dove Night Wash?,somewhat,Somewhat believable,"The natural ingredients like chamomile and lavender are believable for relaxation, but the clinical claims about stress hormone reduction sound somewhat technical for my preference for simple, natural benefits."
Concept 3: Dove Night Wash,M8_q45,How well does the Dove Night Wash idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Consistent with previous answers showing Dove concepts fit 'somewhat well' with brand expectations, and while I appreciate gentle products, the premium night ritual positioning doesn't fully align with my price-first, functional approach."
Concept 3: Dove Night Wash,M8_q46,How would you describe the Dove Night Wash? Rate each pair of characteristics.,"{""Basic-Premium"": 4, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 4, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 4; Boring-Exciting: 3; Not for me-Made for me: 4; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,"The calming ritual sounds nice for evening relaxation and chamomile/lavender are natural ingredients I prefer, making it moderately appealing though not as exciting as time-saving concepts."
Concept 3: Dove Night Wash,M8_q49,"What concerns, if any, would you have about trying the Dove Night Wash? Select all that apply.","[""no_concerns""]",No concerns,"At ₹299-499 pricing within my spending range, with natural ingredients like chamomile and lavender aligning with my preference for gentle, natural products."
Concept 4: Dove Yours & Mine,M8_q50,"Overall, how interested are you in this product concept?",2,2,"While I find the personalized fragrance concept interesting, at ₹799-999 it's way too expensive for my budget and not relevant since I'm single, as stated in my previous survey response."
Concept 4: Dove Yours & Mine,M8_q51,"What, if anything, did you find most appealing about the Dove Yours & Mine concept?","The personalized fragrance concept is interesting, but at ₹799-999 it's way too expensive for my budget and not relevant since I'm single.","The personalized fragrance concept is interesting, but at ₹799-999 it's way too expensive for my budget and not relevant since I'm single.",Evidence shows I have budget constraints with below ₹25k income and the couples concept doesn't match my current relationship status needs.
Concept 4: Dove Yours & Mine,M8_q52,"What, if anything, would you change or improve about the Dove Yours & Mine concept?","The price at ₹799-999 is way too expensive for my budget and not relevant since I'm single, but if they made individual bottles at ₹299-399 with good fragrance options, it could work for regular use.","The price at ₹799-999 is way too expensive for my budget and not relevant since I'm single, but if they made individual bottles at ₹299-399 with good fragrance options, it could work for regular use.","Direct evidence shows I found the concept interesting but too expensive and not relevant as a single person, consistent with my budget constraints and price-first decision making."
Concept 4: Dove Yours & Mine,M8_q55,"Based on what you've seen, how likely would you be to buy the Dove Yours & Mine?",probably_not,Probably would not buy,"At ₹799-999, this is too expensive for my budget constraints (below ₹25k income), and while I care about fragrance, the couples concept feels like a premium gimmick rather than functional benefit."
Concept 4: Dove Yours & Mine,M8_q57,How unique or different is the Dove Yours & Mine compared to other body wash products available today?,very,Very unique,Consistent with my pattern of rating Dove concepts as 'very unique' - the personalized couples fragrance concept is definitely different from standard body wash offerings.
Concept 4: Dove Yours & Mine,M8_q58,How relevant is the Dove Yours & Mine to your personal needs?,not_very,Not very relevant,"While I care about fragrance, the couples-focused concept isn't relevant to my current needs, and the high price point makes it impractical for my budget situation."
