Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,Real interview evidence states the participant showers once daily and uses body wash mainly.
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""lux"", ""pears""]",Dove; Lux; Pears,"Real interview data states current use of Lux, Baylis & Harding, Dove and named brands include Lux, Dove, Pears; Baylis not an option here so Pears included as known past use."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant described current body wash as 'mediocre' and wanting better sensitive-skin options, indicating moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I want body washes to improve on gentle skin compatibility without compromising on a refreshing floral scent like lavender. Also, better moisturizing effects without needing extra lotion would be good.","I want body washes to improve on gentle skin compatibility without compromising on a refreshing floral scent like lavender. Also, better moisturizing effects without needing extra lotion would be good.","Evidence shows preference for gentle, floral-scented products that are moisturizing but not premium-priced, reflecting a pragmatic need for skin safety and scent comfort."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",2,2,Previously rated interest in Dove 60-Second Body Spray as low due to price concerns and skepticism despite appreciating the quick clean promise.
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing part is the promise of a quick, effective clean in just 60 seconds, which fits a busy lifestyle and uses micellar technology known from Dove's face care.","The most appealing part is the promise of a quick, effective clean in just 60 seconds, which fits a busy lifestyle and uses micellar technology known from Dove's face care.","The concept's speed and proven micellar cleansing technology align with the twin's appreciation for practical, clinically backed benefits for sensitive skin."
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want clearer proof that it won't irritate sensitive skin and maybe a smaller, more affordable trial size under ₹150 to reduce risk before committing.","I would want clearer proof that it won't irritate sensitive skin and maybe a smaller, more affordable trial size under ₹150 to reduce risk before committing.",High skepticism about new products and skin irritation risk means trial size and dermatologist backing are critical improvements.
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),"Fits somewhat well with routine as per prior answers, but not very relevant overall."
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),Moderately likely to save time aligns with the concept's promise and prior moderate relevance rating.
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",probably_not,Probably would not buy,"While the Dove brand is trusted, the 60-second body spray concept feels rushed and less relevant to their sensitive skin needs; skepticism about quick cleanses and preference for moisturizing, gentle products lowers purchase intent."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,"The micellar cleansing technology and 60-second claim are somewhat different from typical body washes, but the participant is skeptical about wash-off efficacy and sees limited true innovation."
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,not_very,Not very relevant,"Participant showers once daily with a focus on gentle, moisturizing, scented body washes; a quick spray aimed at rushed cleaning between gym and activities does not align well with their routine or skin concerns."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,"Claims about micellar technology are plausible but participant is skeptical about rapid cleansing claims and would need more proof, reflecting pragmatic skepticism."
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Dove is a trusted international brand fitting sensitive skin needs, but this particular product's concept is a slight departure from their expectations of Dove's moisturizing, gentle body washes."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 2, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 2}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 2; Old-fashioned-Innovative: 4; Forgettable-Memorable: 2,"The Dove 60-Second Body Spray is seen as somewhat unique and innovative but not very relevant or memorable for this twin, who is skeptical about claims and price, so moderate ratings with lower personal fit are appropriate."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""distrust_new"", ""happy_current""]",Price might be too high; Might not work as claimed; Could irritate my skin; Don't trust new products; Happy with current product,"Profile shows strong price sensitivity around ₹199-399 for new products, high skepticism about claims, strong risk aversion for skin irritation, distrust of new products, and contentment with current trusted body wash."
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",4,4,Previously expressed moderate to high interest in Dove Skip due to moisturizing benefit and time-saving appeal.
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?",The idea of moisturizing skin straight from the shower without extra lotion is very appealing since I often skip lotion due to hassle.,The idea of moisturizing skin straight from the shower without extra lotion is very appealing since I often skip lotion due to hassle.,"Evidence shows appreciation for practical hydration benefits that simplify routine, matching the pragmatic problem-solver orientation."
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?","I would want more clinical evidence or dermatologist endorsement to trust the lipid-lock technology, and a price closer to ₹299 would be better.","I would want more clinical evidence or dermatologist endorsement to trust the lipid-lock technology, and a price closer to ₹299 would be better.",Price sensitivity and ingredient-focused skepticism require credible proof and moderate pricing for acceptance.
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,3,3 (Somewhat well),"Fits somewhat well with current routine as per prior answers, reflecting moderate relevance."
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,4,4,"Likely to save time moderately to highly, matching prior interest in moisturizing without lotion hassle."
Concept 2: Dove Skip,M8_q25,"Based on what you've seen, how likely would you be to buy the Dove Skip?",probably_buy,Probably would buy,"The Dove Skip product addresses a real pain point (forgetting to moisturize) with a credible advanced lipid-lock technology and a price within mid-range, aligning well with participant's preference for moisturizing and trusted brands."
Concept 2: Dove Skip,M8_q27,How unique or different is the Dove Skip compared to other body wash products available today?,somewhat,Somewhat unique,"Similar Dove product (60-Second Body Spray) was rated somewhat unique, and this product's moisturizing-in-shower claim is interesting but not revolutionary given existing body washes with moisturizing claims."
Concept 2: Dove Skip,M8_q28,How relevant is the Dove Skip to your personal needs?,somewhat,Somewhat relevant,"The product addresses moisturizing after shower, which is a known pain point, but given the price (₹349) and the twin's pragmatic, price-sensitive nature, relevance is moderate rather than high."
Concept 2: Dove Skip,M8_q29,How believable are the claims made about the Dove Skip?,somewhat,Somewhat believable,The twin is ingredient-focused and skeptical but finds Dove claims somewhat believable based on prior answers about Dove claims.
Concept 2: Dove Skip,M8_q30,How well does the Dove Skip idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Previous answers show Dove fits somewhat well with expectations, so this product fits similarly within brand expectations."
Concept 2: Dove Skip,M8_q31,How would you describe the Dove Skip? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 4, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 4; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,"The Dove Skip concept appeals moderately due to its moisturizing benefit and fits somewhat with routine, but the twin wants more clinical proof and a lower price, so ratings are mostly neutral with slightly positive personal relevance."
Concept 2: Dove Skip,M8_q34,"What concerns, if any, would you have about trying the Dove Skip? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""happy_current""]",Price might be too high; Might not work as claimed; Could irritate my skin; Happy with current product,"At ₹349-599, price is high for this twin; sensitive skin risk aversion triggers concern about irritation and efficacy; loyalty to current product means satisfaction and reluctance to switch."
Concept 3: Dove Night Wash,M8_q35,"Overall, how interested are you in this product concept?",4,4,"Previously rated Dove Night Wash interest as moderately high due to calming, stress-relief benefits fitting mood-dependent routine."
Concept 3: Dove Night Wash,M8_q36,"What, if anything, did you find most appealing about the Dove Night Wash concept?","The calming ritual with lavender and chamomile for stress relief is very appealing, as it fits my need for mood-dependent comfort in evening showers.","The calming ritual with lavender and chamomile for stress relief is very appealing, as it fits my need for mood-dependent comfort in evening showers.",Stress-triggered comfort seeking and preference for lavender scent make this concept resonate strongly.
Concept 3: Dove Night Wash,M8_q37,"What, if anything, would you change or improve about the Dove Night Wash concept?",I would improve it by adding clearer clinical proof of stress hormone reduction and ensuring the scent is natural and not overpowering.,I would improve it by adding clearer clinical proof of stress hormone reduction and ensuring the scent is natural and not overpowering.,Skepticism toward claims and preference for natural floral scents require transparent evidence and subtle fragrance.
Concept 3: Dove Night Wash,M8_q38,How well does the Dove Night Wash concept fit with your current routine?,3,3 (Somewhat well),"Fits somewhat well with current routine, consistent with prior relevance rating and desire for a calming night shower."
Concept 3: Dove Night Wash,M8_q40,"Based on what you've seen, how likely would you be to buy the Dove Night Wash?",probably_buy,Probably would buy,"The product's stress-relief and lavender/chamomile scent aligns with the twin's mood-triggered comfort seeking and preference for floral scents, making purchase likely but not definite."
Concept 3: Dove Night Wash,M8_q42,How unique or different is the Dove Night Wash compared to other body wash products available today?,somewhat,Somewhat unique,"The calming night shower concept with clinical ingredients is somewhat unique compared to typical body washes, matching the twin's moderate uniqueness rating for similar Dove products."
Concept 3: Dove Night Wash,M8_q43,How relevant is the Dove Night Wash to your personal needs?,somewhat,Somewhat relevant,The twin values relaxation scents like lavender and mogra but is pragmatic; the product is relevant but not extremely so given price and existing trusted products.
Concept 3: Dove Night Wash,M8_q44,How believable are the claims made about the Dove Night Wash?,somewhat,Somewhat believable,Claims backed by clinical evidence and known calming ingredients are somewhat believable to this skeptical but open twin.
Concept 3: Dove Night Wash,M8_q45,How well does the Dove Night Wash idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Prior survey answers show Dove Night Wash fits somewhat well with expectations; the calming, lavender-chamomile concept aligns emotionally but price and claims require verification."
Concept 3: Dove Night Wash,M8_q46,How would you describe the Dove Night Wash? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 4, ""Not for me-Made for me"": 4, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 4; Not for me-Made for me: 4; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,"The Night Wash concept is appealing for its calming, stress-relief benefits fitting the twin's mood-dependent comfort needs, so it rates higher on excitement and personal relevance but remains moderate on premium and innovation."
Concept 3: Dove Night Wash,M8_q49,"What concerns, if any, would you have about trying the Dove Night Wash? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""happy_current""]",Price might be too high; Might not work as claimed; Could irritate my skin; Happy with current product,"Though calming night wash concept aligns with stress-relief preference, price at ₹299-499 is borderline premium; sensitive skin caution and satisfaction with current product cause concerns about irritation and effectiveness."
Concept 4: Dove Yours & Mine,M8_q50,"Overall, how interested are you in this product concept?",1,1 (Not at all interested),"Participant explicitly stated no appeal for the Dove Yours & Mine concept, finding couple scent personalization unnecessary and the price (₹799) too high."
Concept 4: Dove Yours & Mine,M8_q51,"What, if anything, did you find most appealing about the Dove Yours & Mine concept?",Nothing about this concept appeals to me; personalized couple scents feel unnecessary and not relevant to my self-oriented grooming habits.,Nothing about this concept appeals to me; personalized couple scents feel unnecessary and not relevant to my self-oriented grooming habits.,"Evidence shows low relevance and skepticism toward aspirational couple scent concepts that don't align with pragmatic, self-focused grooming."
Concept 4: Dove Yours & Mine,M8_q52,"What, if anything, would you change or improve about the Dove Yours & Mine concept?","I would remove the couple scent personalization because I don't see the need for shared scents; grooming is personal and self-oriented for me. Also, the price of ₹799 feels too high for a concept I find unnecessary.","I would remove the couple scent personalization because I don't see the need for shared scents; grooming is personal and self-oriented for me. Also, the price of ₹799 feels too high for a concept I find unnecessary.","Direct evidence shows no appeal for personalized couple scents and price concerns; grooming is self-focused, so the concept feels irrelevant and overpriced."
Concept 4: Dove Yours & Mine,M8_q55,"Based on what you've seen, how likely would you be to buy the Dove Yours & Mine?",probably_not,Probably would not buy,"This twin is pragmatic and skeptical of aspirational couple-scent products priced at ₹799+, and prefers personal scent comfort over partner-oriented scents."
Concept 4: Dove Yours & Mine,M8_q57,How unique or different is the Dove Yours & Mine compared to other body wash products available today?,somewhat,Somewhat unique,"Similar Dove Yours & Mine concepts were rated somewhat unique previously, reflecting moderate novelty but not strongly differentiated."
Concept 4: Dove Yours & Mine,M8_q58,How relevant is the Dove Yours & Mine to your personal needs?,not_very,Not very relevant,The twin’s grooming is self-oriented; partner scent connection products are not very relevant to their personal needs.
Concept 4: Dove Yours & Mine,M8_q59,How believable are the claims made about the Dove Yours & Mine?,not_very,Not very believable,Skepticism toward personalized fragrance claims and influencer-style marketing leads to low believability of such claims.
Concept 4: Dove Yours & Mine,M8_q60,How well does the Dove Yours & Mine idea fit with what you expect from the Dove brand?,not_very,Doesn't fit very well,"The aspirational, couple-focused Dove Yours & Mine concept does not align well with the twin’s pragmatic, self-focused Dove brand expectations."
Concept 4: Dove Yours & Mine,M8_q61,How would you describe the Dove Yours & Mine? Rate each pair of characteristics.,"{""Basic-Premium"": 4, ""Boring-Exciting"": 2, ""Not for me-Made for me"": 1, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 2}",Basic-Premium: 4; Boring-Exciting: 2; Not for me-Made for me: 1; Old-fashioned-Innovative: 3; Forgettable-Memorable: 2,"The Dove Yours & Mine concept is seen as overpriced and irrelevant to the twin's self-oriented grooming, so it scores low on personal fit and excitement, with a higher premium perception due to price."
Concept 4: Dove Yours & Mine,M8_q64,"What concerns, if any, would you have about trying the Dove Yours & Mine? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""distrust_new""]",Price might be too high; Might not work as claimed; Could irritate my skin; Don't trust new products,₹799-999 price is luxury level and too high; personalized scent concept is not aligned with pragmatic self-orientation; high skepticism about claims and new products; risk of irritation also a concern.
Concept 5: Dove Skin ID,M8_q65,"Overall, how interested are you in this product concept?",2,2,"Participant finds Dove Skin ID very unique and somewhat relevant but has strong concerns about price (₹699), invasiveness of AI skin photo uploads, and requires clearer clinical proof, leading to low overall interest."
Concept 5: Dove Skin ID,M8_q66,"What, if anything, did you find most appealing about the Dove Skin ID concept?","The most appealing part is the promise of a body wash tailored to my unique skin needs, which could address my sensitive skin concerns better than generic products.","The most appealing part is the promise of a body wash tailored to my unique skin needs, which could address my sensitive skin concerns better than generic products.",Evidence highlights interest in customization for specific skin needs but with skepticism about claims and price; the personalized approach is attractive if it truly works.
Concept 5: Dove Skin ID,M8_q67,"What, if anything, would you change or improve about the Dove Skin ID concept?","I would want clearer clinical proof of safety and effectiveness, especially for sensitive skin, and I would not want to upload photos for AI analysis as it feels invasive. The price of ₹699 is also too high without strong trust signals.","I would want clearer clinical proof of safety and effectiveness, especially for sensitive skin, and I would not want to upload photos for AI analysis as it feels invasive. The price of ₹699 is also too high without strong trust signals.","Evidence shows concerns about skin irritation, distrust of new tech requiring personal data, and price sensitivity; clinical proof and privacy are key improvements needed."
Concept 5: Dove Skin ID,M8_q68,How well does the Dove Skin ID concept fit with your current routine?,3,3 (Somewhat well),"Participant indicated the Dove Skin ID concept fits somewhat well with their routine due to the promise of addressing sensitive skin needs, but reservations about the AI process and price reduce fit to moderate."
