Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,Direct real evidence states the participant showers/bathes once daily and uses body wash exclusively.
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""lux"", ""pears"", ""fiama""]",Lux; Pears; Fiama,"Real interview data states current use of Lux, Pears, and Fiama in the past 3 months."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Profile shows moderate brand loyalty and willingness to switch if fragrance or product novelty is better, indicating not fully 'very satisfied'."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would most like to see improved texture and longer-lasting fragrance in body wash products, ideally with moisturizing benefits so I don't need extra lotion.","I would most like to see improved texture and longer-lasting fragrance in body wash products, ideally with moisturizing benefits so I don't need extra lotion.","Real evidence shows texture is a frustration and fragrance longevity is a key premium driver, plus moisturization is a top skin need."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Participant showed moderate interest in the Dove 60-Second Body Spray concept due to its quick clean benefit fitting a busy lifestyle but had concerns about price and efficacy.
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing aspect is the promise of a quick, effective clean in just 60 seconds, which fits my busy lifestyle and need for efficiency.","The most appealing aspect is the promise of a quick, effective clean in just 60 seconds, which fits my busy lifestyle and need for efficiency.",Survey responses highlight the appeal of speed and convenience in the Dove 60-Second Body Spray concept.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would improve the price to be more affordable and ensure availability in common stores like D-Mart and local kiranas, plus I would want clearer proof that it works as claimed without irritating skin.","I would improve the price to be more affordable and ensure availability in common stores like D-Mart and local kiranas, plus I would want clearer proof that it works as claimed without irritating skin.","Concerns about high price, availability, and skepticism about claims were frequently mentioned in the evidence."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),The concept fits somewhat well with the participant's routine as they value efficiency but are somewhat cautious about replacing their current body wash.
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),"Participant believes the product is moderately likely to save time given the 60-second clean promise, aligning with their busy lifestyle."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"While the Dove 60-Second Body Spray offers convenience and speed, the participant values fragrance longevity and moisturizing texture more, so interest is moderate."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The product's 60-second cleaning claim is somewhat different but not extremely unique compared to existing body washes.
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,"The fast cleansing benefit is somewhat relevant given the participant’s preference for functional, efficient routines but moisturizing and fragrance are higher priorities."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,Claims of micellar technology and fast cleansing are plausible but participant is moderately skeptical and prefers to research more before full trust.
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Dove is a known brand for this participant and fits their preference for thick cream texture and fragrance, but the new fast spray format is a slight departure."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 4, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 4; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"The Dove 60-Second Body Spray is seen as somewhat unique and innovative with a promise fitting a busy lifestyle, but price and proof concerns keep ratings moderate."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""availability""]",Price might be too high; Might not work as claimed; Could irritate my skin; Might not be available where I shop,"Survey responses show cautious interest in Dove 60-Second Body Spray with concerns about price, efficacy, skin irritation, and availability."
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",4,4,"Participant is quite interested in Dove Skip due to its 12-hour moisturization and simplifying routine, though price is a concern."
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?","The 12-hour moisturization straight from the shower is very appealing since I often skip lotion, and it promises to simplify my routine.","The 12-hour moisturization straight from the shower is very appealing since I often skip lotion, and it promises to simplify my routine.",Real and survey data emphasize moisturization and routine simplification as key benefits that attract me.
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?",I would want the price to be a bit lower and clearer clinical proof of the moisturizing claims to justify paying a premium.,I would want the price to be a bit lower and clearer clinical proof of the moisturizing claims to justify paying a premium.,Price concerns and desire for clinical validation are consistent concerns noted in the profile.
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,3,3 (Somewhat well),Dove Skip fits somewhat well with their routine as it addresses their need for moisturized skin without extra steps.
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,4,4,"The product is likely to save time by eliminating the need for lotion, which aligns with participant's desire for a simplified routine."
Concept 2: Dove Skip,M8_q25,"Based on what you've seen, how likely would you be to buy the Dove Skip?",probably_buy,Probably would buy,"The Dove Skip’s 12-hour moisturization claim aligns strongly with participant’s desire for moisturized skin and fragrance longevity, making it appealing though price is on the higher side."
Concept 2: Dove Skip,M8_q27,How unique or different is the Dove Skip compared to other body wash products available today?,somewhat,Somewhat unique,"Previous answers rated Dove Skip's uniqueness as somewhat unique, consistent with moderate novelty perception and alignment with Dove's brand."
