Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Real evidence states the participant showers once a day, implying daily use of body wash."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""pears"", ""fiama"", ""nivea""]",Dove; Pears; Fiama; Nivea,"Real interview data lists Arata, Fiama, Pears, Dettol as used recently and names Dove and Nivea among recalled brands; Dove is included due to brand familiarity and prior survey answers."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant values cheapest body wash but is frustrated by lack of fragrance, indicating moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like body washes to have better fragrance and be less chemical-heavy while still being affordable, ideally available at stores like D-Mart or Reliance Smart.","I would like body washes to have better fragrance and be less chemical-heavy while still being affordable, ideally available at stores like D-Mart or Reliance Smart.","Real interview data shows preference for cheaper products but with improved fragrance and fewer chemicals, and frustration with current products lacking fragrance."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Participant is somewhat interested in the Dove 60-Second Body Spray concept, reflecting moderate interest consistent with prior answers."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I have limited time for showering.","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I have limited time for showering.",Survey responses indicate some appeal in the speed and cleansing benefit of the Dove 60-Second Body Spray concept.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would improve availability in common retail stores where I shop and ensure the product does not irritate skin, as these are my main concerns.","I would improve availability in common retail stores where I shop and ensure the product does not irritate skin, as these are my main concerns.",Concerns about skin irritation and availability were frequently mentioned regarding this product.
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),The concept fits somewhat well with the participant's routine as indicated by previous responses.
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),"Participant rates the time-saving potential as moderately likely, matching earlier expressed moderate relevance."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"The quick-cleaning benefit is relevant but participant is price sensitive and values fragrance and cleansing over speed, so uncertain about purchase."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The 60-second cleaning concept is somewhat different but not radically unique compared to existing body washes.
