Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Direct evidence states the participant showers/bathes once daily, implying daily use of body wash or shower gel."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""pears"", ""fiama""]",Pears; Fiama,"Real interview data states current use of Arata, Fiama, Pears, Dettol; only Fiama and Pears are in the options provided."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant values cheapest and fragrance but is frustrated by lack of fragrance in current body wash, indicating moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like body washes to have better fragrance and more cleansing power while using fewer chemicals, all at an affordable price around ₹199-349.","I would like body washes to have better fragrance and more cleansing power while using fewer chemicals, all at an affordable price around ₹199-349.","Real interview answers show preference for cheaper products but with improved fragrance, cleansing, and less chemicals."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Participant is somewhat interested in the Dove 60-Second Body Spray concept as per prior answers indicating moderate interest.
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I have little time to shower properly.","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I have little time to shower properly.",Survey responses indicate the quick cleaning benefit is somewhat relevant and appealing given busy lifestyle.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want clearer proof that it really works as claimed and assurance it won't irritate my skin; also, availability at my usual stores like D-Mart or Reliance Smart would be important.","I would want clearer proof that it really works as claimed and assurance it won't irritate my skin; also, availability at my usual stores like D-Mart or Reliance Smart would be important.","Concerns about claims, skin irritation, and availability were frequently mentioned as barriers to trying the Dove 60-Second Body Spray."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),"Fits somewhat well with current routine, consistent with prior rating of 'somewhat well' for this product concept."
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),"Likely to save time moderately, matching prior indication of moderate relevance and interest."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,Participant values fragrance and cleansing but is price sensitive and skeptical of new formats; the 60-second spray is novel but may not fully meet needs.
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The micellar technology and quick clean concept are somewhat different but not radically unique compared to existing body washes.
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,"Participant showers once daily and sometimes feels rushed, so a quick-clean product is somewhat relevant but not a strong personal need."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,"Participant is cautious and researches claims but does not outright distrust product claims, so finds them somewhat believable."
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,Dove is a familiar brand used by participant; the new product fits Dove’s image somewhat but the quick spray format is a slight departure.
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Participant finds the Dove 60-Second Body Spray somewhat unique and fitting somewhat well with routine, indicating neutral to slightly positive ratings, especially on innovation."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""skeptical_claims"", ""skin_irritation"", ""availability"", ""happy_current""]",Might not work as claimed; Could irritate my skin; Might not be available where I shop; Happy with current product,Profile shows some skepticism about new Dove products and concern about fragrance and skin irritation; also currently somewhat satisfied with existing products.
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",4,4,"Participant is quite interested in Dove Skip due to appeal of 12-hour moisturization and time-saving benefits, previously rated as probably buy."
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?","The most appealing aspect is the 12-hour moisturization straight from the shower, which solves the hassle of applying lotion after showering.","The most appealing aspect is the 12-hour moisturization straight from the shower, which solves the hassle of applying lotion after showering.",The benefit of moisturizing without needing lotion aligns with the participant's desire for moisturized skin and convenience.
