Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Direct evidence states the participant showers once a day, implying daily use of body wash or shower gel."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""pears"", ""fiama"", ""other""]",Pears; Fiama; Other brand,"Real interview data lists Arata, Fiama, Pears, Dettol as used brands; since Arata and Dettol are not options, 'Other brand' covers them."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_dissatisfied,Somewhat dissatisfied,"Participant likes the cheapest aspect but is frustrated by lack of fragrance, indicating some dissatisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would most like to see better fragrance and more effective cleansing without harsh chemicals, at an affordable price around ₹199-349 available at local kiranas or D-Mart.","I would most like to see better fragrance and more effective cleansing without harsh chemicals, at an affordable price around ₹199-349 available at local kiranas or D-Mart.","Evidence shows dissatisfaction due to lack of fragrance and desire for less chemicals, more cleansing, and affordable pricing."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Participant is somewhat interested in the Dove 60-Second Body Spray concept as it fits busy days but has concerns about price and effectiveness.
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I have little time between activities.","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I have little time between activities.","The concept's speed and convenience aligns with the participant's interest in quick, effective cleansing."
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want the price to be lower, closer to ₹199 for a regular size, and more assurance that it won't irritate my skin or fail to work as claimed.","I would want the price to be lower, closer to ₹199 for a regular size, and more assurance that it won't irritate my skin or fail to work as claimed.",Concerns about price being too high and skepticism about claims are repeatedly noted.
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),"The concept fits somewhat well with the participant's routine, matching prior answer indicating moderate relevance."
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),"The product is moderately likely to save time, consistent with the appeal of quick cleaning but some skepticism remains."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"Participant values fragrance and cleansing but is price sensitive and loyal to current brands, so uncertain about trying a new product priced at ₹199-399."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,"The 60-second cleansing claim is somewhat different, but participant is skeptical about claims and prefers consistent products."
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,The product benefits (quick cleaning) may be relevant for busy days but participant showers once daily and values fragrance and cleansing more.
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,Participant is open to new technology but cautious and prefers to research more before fully trusting claims.
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Dove is in the participant's consideration set and fits their mid-range price preference, but the new format is somewhat different from their usual routine."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Survey responses rate Dove 60-Second Body Spray as somewhat unique and somewhat fitting with routine, indicating neutral to slightly positive scores, especially on innovation."
