Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Direct evidence states the participant showers once a day, implying daily use of body wash or shower gel."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""pears"", ""fiama"", ""other""]",Dove; Pears; Fiama; Other brand,"Real interview data shows current use of Arata, Fiama, Pears, Dettol; Dove is also named and likely used recently; 'Other brand' included to cover Arata and Dettol which are not in options."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant appreciates the low price but is frustrated by lack of fragrance, indicating moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would most like to see better fragrance and more effective cleansing without harsh chemicals, all at an affordable price around ₹150-₹300 available at local stores and online.","I would most like to see better fragrance and more effective cleansing without harsh chemicals, all at an affordable price around ₹150-₹300 available at local stores and online.","Real interview data shows preference for cheaper products but with improved fragrance and cleansing, plus concerns about chemicals and availability."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Participant is somewhat interested in the Dove 60-Second Body Spray concept as shown by prior answers rating interest as moderate.
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I have little time between activities.","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I have little time between activities.",Survey responses highlight the appeal of quick cleansing for rushed schedules and the micellar technology as a key benefit.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would improve the concept by ensuring it has a stronger, longer-lasting fragrance and making sure it is easily available where I shop, as well as addressing concerns about skin irritation.","I would improve the concept by ensuring it has a stronger, longer-lasting fragrance and making sure it is easily available where I shop, as well as addressing concerns about skin irritation.","Concerns about fragrance longevity, skin irritation, and availability were repeatedly noted as drawbacks in the evidence."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),"The concept fits somewhat well with the participant's routine, consistent with previous ratings of 'somewhat well'."
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),"Participant believes the product is moderately likely to save time, aligning with the 'somewhat relevant' and 'might or might not buy' answers."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,Participant values fragrance and cleansing but is cautious about new formats and price; would consider trying but not fully committed.
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The 60-second cleansing concept is somewhat different but not radically unique compared to existing products.
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,"Speedy cleansing could be useful but participant showers once daily and values fragrance and moisturizing more, so relevance is moderate."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,Participant trusts expert recommendations moderately but is generally cautious about claims; believes claims to some extent.
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Dove is a familiar brand and the product fits Dove’s image somewhat, but participant’s loyalty is cautious and expects fragrance and moisturizing."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Participant rated the Dove 60-Second Body Spray as somewhat unique and somewhat fitting their routine, indicating neutral to slightly positive scores especially on innovation."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""skeptical_claims"", ""skin_irritation"", ""availability""]",Might not work as claimed; Could irritate my skin; Might not be available where I shop,Profile shows some skepticism about new Dove products and concern about skin irritation; also availability at preferred stores is a concern.
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",4,4,"Participant is quite interested in Dove Skip due to its 12-hour moisturization fitting a busy lifestyle, previously rated as 'probably buy' and moderate to high interest."
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?","The most appealing aspect is the 12-hour moisturization straight from the shower, which removes the hassle of applying lotion and fits my busy lifestyle.","The most appealing aspect is the 12-hour moisturization straight from the shower, which removes the hassle of applying lotion and fits my busy lifestyle.",The benefit of moisturizing without extra effort aligns with the participant's desire for convenience and effective hydration.
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?","I would reduce the price to make it more affordable, ideally below ₹350 for 300ml, and ensure the fragrance is more noticeable and pleasant.","I would reduce the price to make it more affordable, ideally below ₹350 for 300ml, and ensure the fragrance is more noticeable and pleasant.",Price concerns and desire for better fragrance were common themes in feedback about Dove Skip.
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,3,3 (Somewhat well),"Dove Skip fits somewhat well with the participant's routine, consistent with prior 'somewhat well' ratings."
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,4,4,"The product is likely to save time, important to participant who values convenience, matching prior moderate to high likelihood ratings."
Concept 2: Dove Skip,M8_q25,"Based on what you've seen, how likely would you be to buy the Dove Skip?",probably_buy,Probably would buy,"Participant desires moisturized skin post-shower and dislikes skipping lotion, so a product promising 12-hour moisturization in-shower is appealing but price is mid-premium."
Concept 2: Dove Skip,M8_q27,How unique or different is the Dove Skip compared to other body wash products available today?,somewhat,Somewhat unique,"Previous answers rated Dove 60-Second Body Spray as somewhat unique, and Dove Skip is a related moisturizing innovation fitting that moderate uniqueness perception."
Concept 2: Dove Skip,M8_q28,How relevant is the Dove Skip to your personal needs?,somewhat,Somewhat relevant,"The participant rated Dove 60-Second Body Spray as somewhat relevant to personal needs, and moisturizing body wash aligns somewhat with their desire for moisturized skin but not as a strong need."
Concept 2: Dove Skip,M8_q29,How believable are the claims made about the Dove Skip?,somewhat,Somewhat believable,"Prior responses show claims about Dove products are considered somewhat believable, consistent with moderate trust in Dove's product claims."
Concept 2: Dove Skip,M8_q30,How well does the Dove Skip idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Earlier answers indicate Dove product concepts fit somewhat well with brand expectations, so this new Dove Skip concept aligns similarly."
Concept 2: Dove Skip,M8_q31,How would you describe the Dove Skip? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,"Participant found Dove Skip somewhat unique and relevant but expressed concerns about price and fragrance, supporting neutral ratings across attributes."
Concept 2: Dove Skip,M8_q34,"What concerns, if any, would you have about trying the Dove Skip? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation""]",Price might be too high; Might not work as claimed; Could irritate my skin,"Given the premium price (₹349-599) and profile's moderate satisfaction with current products, price and efficacy concerns are likely, plus skin irritation is a common concern."
Concept 3: Dove Night Wash,M8_q35,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Participant is moderately interested in Dove Night Wash, consistent with prior 'might buy' and 'somewhat interested' responses."
Concept 3: Dove Night Wash,M8_q36,"What, if anything, did you find most appealing about the Dove Night Wash concept?","The calming ritual and inclusion of chamomile and lavender oils to help unwind before sleep is the most appealing, offering a distinct night-time shower experience.","The calming ritual and inclusion of chamomile and lavender oils to help unwind before sleep is the most appealing, offering a distinct night-time shower experience.","The participant values differentiated shower experiences and calming scents, making this concept attractive."
Concept 3: Dove Night Wash,M8_q37,"What, if anything, would you change or improve about the Dove Night Wash concept?","I would improve the concept by making the fragrance stronger and longer-lasting, and possibly lowering the price to around ₹299 for 250ml to make it more accessible.","I would improve the concept by making the fragrance stronger and longer-lasting, and possibly lowering the price to around ₹299 for 250ml to make it more accessible.",Fragrance strength and price sensitivity are consistent concerns across concepts for this participant.
Concept 3: Dove Night Wash,M8_q38,How well does the Dove Night Wash concept fit with your current routine?,3,3 (Somewhat well),"The concept fits somewhat well with the participant's routine, aligned with previous answers."
Concept 3: Dove Night Wash,M8_q40,"Based on what you've seen, how likely would you be to buy the Dove Night Wash?",might_buy,Might or might not buy,"Participant previously indicated a neutral stance (might or might not buy) towards Dove 60-Second Body Spray, reflecting moderate purchase intent for new Dove products."
Concept 3: Dove Night Wash,M8_q42,How unique or different is the Dove Night Wash compared to other body wash products available today?,somewhat,Somewhat unique,"The participant perceives Dove 60-Second Body Spray as somewhat unique; similarly, the Dove Night Wash with calming benefits would be seen as somewhat unique."
Concept 3: Dove Night Wash,M8_q43,How relevant is the Dove Night Wash to your personal needs?,somewhat,Somewhat relevant,"Given the participant's moderate relevance rating for Dove 60-Second Body Spray and interest in moisturizing benefits, the calming night wash is somewhat relevant but not a strong personal need."
Concept 3: Dove Night Wash,M8_q44,How believable are the claims made about the Dove Night Wash?,somewhat,Somewhat believable,"Claims about Dove products have been rated somewhat believable previously, so the stress-reducing claims of the Night Wash are viewed with moderate belief."
Concept 3: Dove Night Wash,M8_q45,How well does the Dove Night Wash idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Prior answers show Dove Night Wash fits somewhat well with brand expectations and is somewhat relevant and unique, so 'Fits somewhat well' is consistent."
Concept 3: Dove Night Wash,M8_q46,How would you describe the Dove Night Wash? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,"Dove Night Wash was rated somewhat unique and somewhat fitting routine, with interest but concerns about price and fragrance strength, indicating neutral ratings."
Concept 3: Dove Night Wash,M8_q49,"What concerns, if any, would you have about trying the Dove Night Wash? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation""]",Price might be too high; Might not work as claimed; Could irritate my skin,"Similar reasoning as above; Dove Night Wash is somewhat relevant but price and efficacy concerns remain, along with skin irritation."
Concept 4: Dove Yours & Mine,M8_q50,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Previous answers show moderate interest in Dove Yours & Mine, with appeal for personalized fragrance but concerns about price and fragrance strength."
