Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,Real evidence states the participant showers once daily and uses body wash as part of their routine.
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""pears"", ""fiama"", ""dove"", ""nivea""]",Pears; Fiama; Dove; Nivea,"Real interview data shows current use of Arata, Fiama, Pears, Dettol and mentions Dove and Nivea as known brands; since Arata and Dettol are not options here, the closest matching brands used recently are Pears, Fiama, Dove, and Nivea."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant values cheapest body wash but is frustrated by lack of fragrance, indicating moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would most like to see better fragrance in body washes, as my current ones often lack scent. Also, improved cleansing with fewer chemicals would be good, but at an affordable price around ₹199-349.","I would most like to see better fragrance in body washes, as my current ones often lack scent. Also, improved cleansing with fewer chemicals would be good, but at an affordable price around ₹199-349.","Real answers emphasize fragrance and cleansing improvements, plus price sensitivity around mid-range products."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Participant is somewhat interested in the Dove 60-Second Body Spray concept as per prior answers indicating moderate interest.
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I have little time between activities.","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I have little time between activities.",Survey responses show appreciation for the speed and convenience benefit of the Dove 60-Second Body Spray concept.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?",I would improve the concept by ensuring the price is more affordable and by addressing concerns about skin irritation and product availability in common stores like D-Mart or Reliance Smart.,I would improve the concept by ensuring the price is more affordable and by addressing concerns about skin irritation and product availability in common stores like D-Mart or Reliance Smart.,"Concerns about price, skin irritation, and availability were frequently mentioned as barriers to trying this product."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),"The concept fits somewhat well with the participant's routine, consistent with earlier rating of 'somewhat well'."
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),"Participant believes the product might moderately save time, aligning with 'somewhat likely' from previous responses."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"The Dove 60-Second Body Spray’s fast cleansing is relevant but participant prioritizes fragrance and moisturizing, so uncertain about purchase."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The 60-second cleansing concept is somewhat different but not radically unique compared to existing products.
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,"Speedy cleansing fits occasional needs but participant prefers moisturizing and fragrance, so relevance is moderate."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,Claims about micellar technology and quick cleansing seem plausible but participant is cautious about product claims.
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Dove is a familiar brand and the product fits their portfolio, but the new format is a slight departure from usual expectations."
