Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Real evidence states the participant showers once a day, implying daily body wash use."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""nivea"", ""lux"", ""fiama"", ""other""]",Dove; Nivea; Lux; Fiama; Other brand,"Real and synthetic evidence shows usage of Lux, Nivea, and Dove frequently; Fiama and other brands are also recalled from top-of-mind brand lists."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant notes foam production could be improved but is generally satisfied as any product works, indicating moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","Foam production needs to improve because current body washes feel very liquidy and don't foam easily, which makes cleaning feel less effective.","Foam production needs to improve because current body washes feel very liquidy and don't foam easily, which makes cleaning feel less effective.",Real interview data repeatedly highlights dissatisfaction with foam amount and texture being too liquidy.
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",4,4,"The participant is somewhat interested in the Dove 60-Second Body Spray, valuing its quick cleansing benefit but concerned about price and foam, so a 4 reflects moderate to strong interest."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing aspect is the promise of getting completely clean in just 60 seconds, which fits well with my busy schedule and need for quick, effective cleansing.","The most appealing aspect is the promise of getting completely clean in just 60 seconds, which fits well with my busy schedule and need for quick, effective cleansing.",Survey responses show moderate relevance and appeal for Dove 60-Second Body Spray due to speed and cleaning claims.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would improve the concept by ensuring the product creates better foam and feels less liquidy, as well as addressing concerns about price and availability in usual stores.","I would improve the concept by ensuring the product creates better foam and feels less liquidy, as well as addressing concerns about price and availability in usual stores.","Concerns about foam texture and price were consistently raised, along with availability worries."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),The concept fits somewhat well with the participant's routine as they appreciate quick cleansing but want better foam and worry about availability.
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,4,4,"The product is moderately to highly likely to save time, fitting the participant's fast 5-minute shower routine and need for efficiency."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",probably_buy,Probably would buy,"The product's quick cleansing benefit fits a busy lifestyle and Dove is a trusted international brand, making purchase likely but not definite without trial."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The 60-second cleansing claim is somewhat different but not extremely unique compared to existing body washes.
