Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Direct real evidence states the participant showers once daily, implying daily body wash use."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""nivea"", ""lux"", ""fiama""]",Dove; Nivea; Lux; Fiama,"Real interview evidence shows frequent use of Lux and Nivea, and mentions Dove and Fiama among known brands used recently."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant notes foam production could be improved but is generally satisfied as any product works, indicating moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would most like to see better foam production and a texture that feels less liquidy and more like it transforms into foam easily, similar to oil-to-foam. Also, a natural lime fragrance and affordable price are important.","I would most like to see better foam production and a texture that feels less liquidy and more like it transforms into foam easily, similar to oil-to-foam. Also, a natural lime fragrance and affordable price are important.",Real interview data shows frustration with current body wash foam production and preference for oil-to-foam texture and natural lime scent at a low price.
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Previously rated interest as 'somewhat interested' and described the concept as somewhat unique and relevant, but price and texture concerns moderate enthusiasm."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits my busy lifestyle and need for quick cleansing without scrubbing.","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits my busy lifestyle and need for quick cleansing without scrubbing.",Survey responses indicate moderate relevance and appeal of the Dove 60-Second Body Spray concept focused on speed and effective cleansing.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would improve the foam or texture aspect since I prefer oil-to-foam and dislike very liquidy products; also, the price seems a bit high for a trial size and availability at usual stores is important.","I would improve the foam or texture aspect since I prefer oil-to-foam and dislike very liquidy products; also, the price seems a bit high for a trial size and availability at usual stores is important.","Concerns about price, foam texture, and availability were consistently noted in survey and real data."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),"Fits somewhat well with current routine as a quick cleansing option, matching the once-daily, 5-minute shower routine preference."
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),"Likely to save time moderately given the busy lifestyle and desire for quick cleansing, but skepticism about claims tempers rating."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,The product’s quick clean benefit is somewhat relevant but price (₹199 for 100ml trial) and uniqueness are moderate concerns; participant is price sensitive and values fragrance and cleansing but not strongly driven by speed claims.
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The 60-second clean concept is somewhat different but not extremely unique given the participant’s view that most body washes are similar and low differentiation.
