Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Real evidence states the participant showers once a day and uses body wash due to ease of use, implying daily use."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""lux"", ""pears"", ""fiama"", ""other""]",Dove; Lux; Pears; Fiama; Other brand,"Participant currently uses Cinthol (Other brand) and can name Dove, Pears, Plum, Cinthol; has no brand loyalty and tries multiple brands, so likely used Dove, Lux, Pears, Fiama recently."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant likes their current body wash (Cinthol) for ease, price, and acceptable smell but only 'smells okay,' indicating moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like body washes to have a watery texture that foams easily from the dispenser, be non-drying yet effective, and come in leakproof packaging suitable for travel, all at an affordable price around ₹100-150.","I would like body washes to have a watery texture that foams easily from the dispenser, be non-drying yet effective, and come in leakproof packaging suitable for travel, all at an affordable price around ₹100-150.","Direct real interview evidence states preference for watery texture, easy foaming, non-drying feel, leakproof travel packaging, and cheap price."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Interest is moderate as the product fits busy days but price at ₹399 for 200ml is high and the concept is only somewhat unique and relevant.
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing part is the promise of getting completely clean in just 60 seconds without scrubbing, which fits well for busy days when I have little time between activities.","The most appealing part is the promise of getting completely clean in just 60 seconds without scrubbing, which fits well for busy days when I have little time between activities.",Survey responses show appreciation for the speed and convenience benefit of the Dove 60-Second Body Spray concept.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would improve the price to be more affordable, as ₹399 for 200ml feels high, and I would want more assurance that it really works as claimed before committing to buy.","I would improve the price to be more affordable, as ₹399 for 200ml feels high, and I would want more assurance that it really works as claimed before committing to buy.",Concerns about high price and skepticism about claims are repeatedly noted for this product in survey data.
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),Fits somewhat well with current routine since it suits rushed showers but not fully integrated due to price and skepticism about claims.
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),Moderately likely to save time as the 60-second cleaning promise fits busy schedules but some doubt remains about effectiveness.
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"While the Dove 60-Second Body Spray offers convenience and a mid-range price, the participant values proven clinical benefits and is cautious about new formats, so interest is moderate."
