Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,Real evidence states the participant showers once daily and uses body wash for ease of use.
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""lux"", ""pears"", ""fiama"", ""other""]",Dove; Lux; Pears; Fiama; Other brand,"Real interview data shows current use of Cinthol (Other brand) and mentions Dove, Pears, Plum, Cinthol as known brands; Lux and Fiama are also recalled and likely tried given brand familiarity."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant likes their current body wash (Cinthol) for ease, price, and acceptable smell but only 'smells okay' and prefers neutral skin feel, indicating moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like body washes to have a watery texture that foams easily from the dispenser, be non-drying but still clean effectively, and be affordable around ₹100-150 with leakproof packaging for travel convenience.","I would like body washes to have a watery texture that foams easily from the dispenser, be non-drying but still clean effectively, and be affordable around ₹100-150 with leakproof packaging for travel convenience.","Direct evidence from real interview data describes the perfect body wash as watery, foaming easily, non-drying, cheap, and leakproof."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Interest is moderate as the concept fits somewhat well with routine and is somewhat relevant, but price and effectiveness concerns temper enthusiasm."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing aspect is the promise of getting completely clean in just 60 seconds, which fits well with busy days when I need a quick shower without scrubbing or long rinsing.","The most appealing aspect is the promise of getting completely clean in just 60 seconds, which fits well with busy days when I need a quick shower without scrubbing or long rinsing.",Survey responses show moderate relevance and appeal for the Dove 60-Second Body Spray concept focused on speed and effective cleaning.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would improve the concept by addressing concerns about price being too high and ensuring it is widely available where I shop, as well as providing reassurance about skin irritation and effectiveness.","I would improve the concept by addressing concerns about price being too high and ensuring it is widely available where I shop, as well as providing reassurance about skin irritation and effectiveness.","Concerns repeatedly include price, availability, skin irritation, and skepticism about claims, so improvements should focus on these."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),"The Dove 60-Second Body Spray fits somewhat well with current routine, especially for busy days needing quick showers."
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),"It is moderately likely to save time given the 60-second cleaning promise, which appeals for rushed schedules."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"The Dove 60-Second Body Spray offers speed and micellar cleansing, which is somewhat relevant but the participant values proven hydration and lather, so interest is cautious."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The 60-second quick clean concept is somewhat different but not radically unique compared to existing body washes.
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,"The product’s speed benefit is somewhat relevant but participant showers once daily and values thorough cleansing and hydration, so relevance is moderate."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,Claims about micellar technology and fast cleaning are plausible but participant prefers clinical proof and may be skeptical without more evidence.
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,very,Fits very well,"Dove is an established international brand participant trusts and associates with functional, clinically backed products, so the concept fits well."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"The Dove 60-Second Body Spray is seen as somewhat unique and innovative but only somewhat relevant and fitting to routine, so neutral to slightly positive ratings fit best."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""availability"", ""happy_current""]",Price might be too high; Might not work as claimed; Could irritate my skin; Might not be available where I shop; Happy with current product,"Survey responses indicate cautious interest with concerns about price, efficacy, skin irritation, availability, and satisfaction with current product (Cinthol)."
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",4,4,"Interest is relatively high due to appeal of 12-hour moisturization saving time, though price concerns lower it from extreme interest."
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?","The most appealing part is the 12-hour moisturization straight from the shower, eliminating the need for a separate body lotion, which saves time and effort.","The most appealing part is the 12-hour moisturization straight from the shower, eliminating the need for a separate body lotion, which saves time and effort.","Survey data highlights the appeal of Dove Skip's promise to moisturize during the shower, addressing a common hassle."
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?","I would want the price to be more affordable, possibly closer to mid-range pricing, and clearer proof that the moisturizing effect truly lasts 12 hours without skin irritation.","I would want the price to be more affordable, possibly closer to mid-range pricing, and clearer proof that the moisturizing effect truly lasts 12 hours without skin irritation.","Concerns about price and claim believability are consistent across Dove Skip feedback, indicating these as key areas for improvement."
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,3,3 (Somewhat well),Fits somewhat well with routine as it addresses moisturizing hassle but price and proof of claims are concerns.
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,4,4,"Likely to save time by eliminating need for separate lotion, which is a key appealing benefit."
Concept 2: Dove Skip,M8_q25,"Based on what you've seen, how likely would you be to buy the Dove Skip?",probably_buy,Probably would buy,"Dove Skip’s 12-hour moisturization aligns with participant’s dry skin concern and preference for clinically proven hydration, making it appealing though price is mid-premium."
Concept 2: Dove Skip,M8_q27,How unique or different is the Dove Skip compared to other body wash products available today?,somewhat,Somewhat unique,"Similar to the Dove 60-Second Body Spray which was rated 'Somewhat unique,' this product's advanced lipid-lock technology is a functional innovation but not radically different from other moisturizing body washes."
Concept 2: Dove Skip,M8_q28,How relevant is the Dove Skip to your personal needs?,somewhat,Somewhat relevant,"Previous responses rated Dove 60-Second Body Spray as 'Somewhat relevant' and given the consumer's balanced evaluator profile, this moisturizing claim fits moderately with personal needs but not extremely."
Concept 2: Dove Skip,M8_q29,How believable are the claims made about the Dove Skip?,somewhat,Somewhat believable,"Claims about Dove 60-Second Body Spray were rated 'Somewhat believable,' and this product's technology claim is plausible but would be met with cautious skepticism pending expert validation."
Concept 2: Dove Skip,M8_q30,How well does the Dove Skip idea fit with what you expect from the Dove brand?,very,Fits very well,"The Dove Skip concept fits well with the consumer's expectations of Dove as an established international brand focused on functional skin benefits, consistent with prior 'Fits very well' rating for Dove 60-Second Body Spray."
Concept 2: Dove Skip,M8_q31,How would you describe the Dove Skip? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Dove Skip is considered somewhat unique and innovative with appealing 12-hour moisturization, but price concerns and moderate relevance keep ratings neutral to slightly positive."
Concept 2: Dove Skip,M8_q34,"What concerns, if any, would you have about trying the Dove Skip? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""availability""]",Price might be too high; Might not work as claimed; Could irritate my skin; Might not be available where I shop,"Given the higher price point (₹349-599) and the cautious trial approach, price and efficacy concerns are expected; skin irritation and availability are common concerns for new products."
Concept 3: Dove Night Wash,M8_q35,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Moderate interest due to calming ritual appeal but concerns about fragrance strength, price, and skin irritation reduce enthusiasm."
Concept 3: Dove Night Wash,M8_q36,"What, if anything, did you find most appealing about the Dove Night Wash concept?","The calming ritual aspect with chamomile and lavender oils that help reduce stress and prepare for sleep is the most appealing, as it makes the night shower feel special and relaxing.","The calming ritual aspect with chamomile and lavender oils that help reduce stress and prepare for sleep is the most appealing, as it makes the night shower feel special and relaxing.",Survey responses show moderate interest in the Dove Night Wash concept emphasizing relaxation and a different night shower experience.
Concept 3: Dove Night Wash,M8_q37,"What, if anything, would you change or improve about the Dove Night Wash concept?","I would improve the concept by ensuring the fragrance is not overpowering and by making the price more accessible, as well as confirming it does not irritate sensitive skin.","I would improve the concept by ensuring the fragrance is not overpowering and by making the price more accessible, as well as confirming it does not irritate sensitive skin.","Concerns about price, skin irritation, and availability are common, so these should be addressed for better acceptance."
Concept 3: Dove Night Wash,M8_q38,How well does the Dove Night Wash concept fit with your current routine?,3,3 (Somewhat well),"Fits somewhat well with routine as a relaxing night shower product, aligning with desire for a special evening ritual."
Concept 3: Dove Night Wash,M8_q40,"Based on what you've seen, how likely would you be to buy the Dove Night Wash?",might_buy,Might or might not buy,"Given moderate interest in Dove 60-Second Body Spray and cautious approach to new products, likelihood to buy Dove Night Wash is uncertain without further reviews or expert endorsements."
Concept 3: Dove Night Wash,M8_q42,How unique or different is the Dove Night Wash compared to other body wash products available today?,somewhat,Somewhat unique,"The calming night shower concept with clinical ingredients is somewhat unique but not a radical departure from existing body wash products, aligning with prior uniqueness ratings."
Concept 3: Dove Night Wash,M8_q43,How relevant is the Dove Night Wash to your personal needs?,somewhat,Somewhat relevant,"The consumer values functional benefits and expert validation; while the night wash's stress-reducing claim is interesting, it only somewhat matches personal needs."
Concept 3: Dove Night Wash,M8_q44,How believable are the claims made about the Dove Night Wash?,somewhat,Somewhat believable,Claims involving clinical evidence for stress hormone reduction are plausible but would be met with cautious research and not fully accepted without more expert consensus.
Concept 3: Dove Night Wash,M8_q45,How well does the Dove Night Wash idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Previous answers rate Dove Night Wash as somewhat unique, somewhat relevant, and might buy, indicating a moderate fit with Dove's brand expectations."
Concept 3: Dove Night Wash,M8_q46,How would you describe the Dove Night Wash? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,"Dove Night Wash is somewhat unique and relevant but has concerns about fragrance and price, so ratings remain neutral across all pairs."
Concept 3: Dove Night Wash,M8_q49,"What concerns, if any, would you have about trying the Dove Night Wash? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""availability""]",Price might be too high; Might not work as claimed; Could irritate my skin; Might not be available where I shop,"Similar to other Dove products, cautious attitude with concerns on price, effectiveness, irritation, and availability is consistent with profile."
Concept 4: Dove Yours & Mine,M8_q50,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Previous answer for Dove Yours & Mine interest was 'might_buy' which corresponds to moderate interest (3), supported by appeal of personalized fragrance quiz but concerns about price and availability."
Concept 4: Dove Yours & Mine,M8_q51,"What, if anything, did you find most appealing about the Dove Yours & Mine concept?",The personalized fragrance quiz and the idea of carrying a subtle trace of each other's scent throughout the day to feel connected even when apart is the most appealing feature.,The personalized fragrance quiz and the idea of carrying a subtle trace of each other's scent throughout the day to feel connected even when apart is the most appealing feature.,Survey data shows moderate interest in the Dove Yours & Mine concept focused on personalized scents for couples and emotional connection.
Concept 4: Dove Yours & Mine,M8_q52,"What, if anything, would you change or improve about the Dove Yours & Mine concept?","I would make the price more accessible, ideally closer to mid-range pricing around ₹500-600, and ensure the personalized fragrance quiz is easy to use and reliable. Also, availability at common stores like D-Mart and Reliance Smart would improve appeal.","I would make the price more accessible, ideally closer to mid-range pricing around ₹500-600, and ensure the personalized fragrance quiz is easy to use and reliable. Also, availability at common stores like D-Mart and Reliance Smart would improve appeal.",Direct evidence states price is a concern and availability matters; the personalized fragrance quiz is the most appealing feature and should be user-friendly.
Concept 4: Dove Yours & Mine,M8_q55,"Based on what you've seen, how likely would you be to buy the Dove Yours & Mine?",might_buy,Might or might not buy,"No direct evidence of strong interest in personalized couple scents; given price premium and moderate relevance to personal needs, cautious stance is consistent."
Concept 4: Dove Yours & Mine,M8_q57,How unique or different is the Dove Yours & Mine compared to other body wash products available today?,somewhat,Somewhat unique,"Consistent with prior ratings for Dove products with some uniqueness but not extreme novelty, and no strong enthusiasm for personalized fragrance concepts."
Concept 4: Dove Yours & Mine,M8_q58,How relevant is the Dove Yours & Mine to your personal needs?,somewhat,Somewhat relevant,"Similar to other Dove products, the personalized couples scent is somewhat relevant but not a strong personal need, matching previous relevance ratings."
Concept 4: Dove Yours & Mine,M8_q59,How believable are the claims made about the Dove Yours & Mine?,somewhat,Somewhat believable,"Prior ratings for Dove claims hover around somewhat believable, reflecting a balanced skepticism towards marketing claims."
Concept 4: Dove Yours & Mine,M8_q60,How well does the Dove Yours & Mine idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Given the moderate uniqueness and relevance, and Dove's typical brand positioning, the idea fits somewhat well but not extremely well."
Concept 4: Dove Yours & Mine,M8_q61,How would you describe the Dove Yours & Mine? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Dove Yours & Mine is somewhat unique and innovative due to personalized fragrance quiz, but price and availability concerns keep ratings moderate."
Concept 4: Dove Yours & Mine,M8_q64,"What concerns, if any, would you have about trying the Dove Yours & Mine? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""availability""]",Price might be too high; Might not work as claimed; Could irritate my skin; Might not be available where I shop,"High price (₹799-999) and novelty of personalized scent raise concerns about price, efficacy, irritation, and availability, matching cautious but open profile."
Concept 5: Dove Skin ID,M8_q65,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Earlier answer for Dove Skin ID interest was 'might_buy' (3), consistent with appreciation for AI customization but concerns about price and proof of effectiveness."
Concept 5: Dove Skin ID,M8_q66,"What, if anything, did you find most appealing about the Dove Skin ID concept?","The most appealing part is the AI skin analysis that customizes the body wash to my unique skin needs, which feels very innovative and tailored compared to regular products.","The most appealing part is the AI skin analysis that customizes the body wash to my unique skin needs, which feels very innovative and tailored compared to regular products.",Direct evidence highlights the uniqueness and appeal of the AI skin analysis and custom formulation as very unique and relevant.
Concept 5: Dove Skin ID,M8_q67,"What, if anything, would you change or improve about the Dove Skin ID concept?","I would want clearer proof that the product truly works for different skin areas without causing irritation, and the price should be more affordable or come with introductory discounts. Also, wider availability in stores I frequent would help.","I would want clearer proof that the product truly works for different skin areas without causing irritation, and the price should be more affordable or come with introductory discounts. Also, wider availability in stores I frequent would help.","Concerns about price, skin irritation, and availability are repeatedly noted; desire for proof of efficacy aligns with research-oriented behavior."
Concept 5: Dove Skin ID,M8_q68,How well does the Dove Skin ID concept fit with your current routine?,3,3 (Somewhat well),"Fit with current routine rated as 'somewhat well' (3) previously, reflecting cautious openness to new tech-driven body wash fitting moderately well with existing habits."
Concept 5: Dove Skin ID,M8_q70,"Based on what you've seen, how likely would you be to buy the Dove Skin ID?",might_buy,Might or might not buy,"The AI skin analysis feature is interesting but not a primary purchase driver; price is premium (₹699), so cautious approach aligns with prior answers."
Concept 5: Dove Skin ID,M8_q72,How unique or different is the Dove Skin ID compared to other body wash products available today?,very,Very unique,"AI-customized body wash with skin analysis is a novel concept compared to typical body washes, so rated as very unique rather than somewhat."
