Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,Direct evidence shows the participant showers once daily and uses body wash for that routine.
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""lux"", ""pears"", ""fiama"", ""other""]",Dove; Lux; Pears; Fiama; Other brand,"Real interview data lists Dove, Pears, and Cinthol (Other brand) as known and used; Lux and Fiama are also named brands familiar and likely used recently given the urban metro context and common availability."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant likes ease of use, price, and acceptable fragrance but is not fully enthusiastic, indicating moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like body washes to have a watery texture that foams easily from the dispenser, be non-drying yet effective at cleaning, and come in leakproof packaging suitable for travel, all at an affordable price around ₹100-150.","I would like body washes to have a watery texture that foams easily from the dispenser, be non-drying yet effective at cleaning, and come in leakproof packaging suitable for travel, all at an affordable price around ₹100-150.","Real interview evidence shows preference for watery texture, easy foaming, non-drying effect, leakproof travel packaging, and low price."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Participant finds the Dove 60-Second Body Spray somewhat appealing for speed but has concerns about price and proof, so moderate interest fits."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing aspect is the promise of getting completely clean in just 60 seconds, which fits well with my need for speed during busy days.","The most appealing aspect is the promise of getting completely clean in just 60 seconds, which fits well with my need for speed during busy days.",Survey responses indicate appreciation for the quick cleaning benefit of the Dove 60-Second Body Spray concept.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want the price to be lower, ideally closer to the mid-range or economy segment, and clearer proof that it works as claimed without irritating skin.","I would want the price to be lower, ideally closer to the mid-range or economy segment, and clearer proof that it works as claimed without irritating skin.","Concerns about high price, skepticism about claims, and potential skin irritation were frequently mentioned regarding this product."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),The concept fits somewhat well with the participant's routine as they value speed but remain skeptical and price-sensitive.
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),Participant acknowledges the time-saving benefit as somewhat likely but is not fully convinced due to skepticism about claims.
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"While the product's speed and micellar technology are interesting, the participant is skeptical of marketing claims and values proven benefits, so purchase likelihood is uncertain."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The 60-second cleaning concept is somewhat different but not radically unique compared to existing body washes.
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,The product's benefit of quick cleaning fits a busy lifestyle somewhat but is not a critical personal need given current routine.
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,Participant trusts dermatologist validation but remains cautiously skeptical about new claims without further evidence.
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,Dove is a familiar brand and the product aligns moderately with brand expectations but the innovation is a slight departure from usual Dove body washes.
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Profile rates the Dove 60-Second Body Spray as somewhat unique and somewhat fitting, with moderate excitement and innovation but neutral on premium and memorability."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""availability"", ""distrust_new""]",Price might be too high; Might not work as claimed; Could irritate my skin; Might not be available where I shop; Don't trust new products,"Profile shows skepticism about new products, concern about efficacy and skin irritation, price sensitivity around premium pricing (₹199-399), and availability concerns based on shopping habits."
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",2,2,Participant is interested in the Dove Skip concept for its moisturizing benefit but price and lack of clinical proof reduce enthusiasm.
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?","The most appealing part is the 12-hour moisturization straight from the shower, eliminating the need for a separate lotion step.","The most appealing part is the 12-hour moisturization straight from the shower, eliminating the need for a separate lotion step.",Survey evidence highlights the convenience of moisturizing during the shower as the key benefit of Dove Skip.
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?",I would prefer a lower price point and more clinical evidence to support the moisturizing claims to build my trust.,I would prefer a lower price point and more clinical evidence to support the moisturizing claims to build my trust.,Concerns about price and skepticism about claims are consistent barriers for trying Dove Skip.
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,3,3 (Somewhat well),The Dove Skip concept fits somewhat well with the participant's routine since they want moisturization but find the price high.
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,3,3 (Moderately likely),Participant sees moderate potential time savings from Dove Skip but is not fully convinced due to skepticism and price concerns.
Concept 2: Dove Skip,M8_q25,"Based on what you've seen, how likely would you be to buy the Dove Skip?",probably_not,Probably would not buy,"While the moisturizing benefit is appealing, the higher price (₹349-599) and hassle factor likely reduce purchase intent given participant's value-conscious and functional approach."
Concept 2: Dove Skip,M8_q27,How unique or different is the Dove Skip compared to other body wash products available today?,somewhat,Somewhat unique,"Similar Dove product (60-Second Body Spray) was rated somewhat unique, and this product's moisturizing claim is somewhat novel but not radically different."
Concept 2: Dove Skip,M8_q28,How relevant is the Dove Skip to your personal needs?,somewhat,Somewhat relevant,"The participant rated the Dove 60-Second Body Spray as somewhat relevant to personal needs, indicating moderate relevance for new Dove concepts."
Concept 2: Dove Skip,M8_q29,How believable are the claims made about the Dove Skip?,somewhat,Somewhat believable,"Claims for Dove 60-Second Body Spray were considered somewhat believable, so similar credibility applies to Dove Skip claims."
Concept 2: Dove Skip,M8_q30,How well does the Dove Skip idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"The Dove 60-Second Body Spray idea fit somewhat well with brand expectations, so Dove Skip fits similarly given it aligns with Dove's moisturizing positioning."
Concept 2: Dove Skip,M8_q31,How would you describe the Dove Skip? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,"Dove Skip is rated somewhat unique and somewhat relevant but with concerns on price and clinical proof, leading to neutral ratings across characteristics."
Concept 2: Dove Skip,M8_q34,"What concerns, if any, would you have about trying the Dove Skip? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""availability""]",Price might be too high; Might not work as claimed; Could irritate my skin; Might not be available where I shop,"Given the higher price point (₹349-599) and the profile's deliberative budget-conscious nature, price and efficacy doubts are expected, along with skin irritation concerns and availability considerations."
Concept 3: Dove Night Wash,M8_q35,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Participant likes the calming night shower idea but remains moderately interested due to price and need for stronger clinical proof.
Concept 3: Dove Night Wash,M8_q36,"What, if anything, did you find most appealing about the Dove Night Wash concept?",I like that it transforms the night shower into a calming ritual with ingredients like chamomile and lavender that help reduce stress.,I like that it transforms the night shower into a calming ritual with ingredients like chamomile and lavender that help reduce stress.,"Survey data shows appreciation for the calming, sleep-prep benefit of Dove Night Wash."
Concept 3: Dove Night Wash,M8_q37,"What, if anything, would you change or improve about the Dove Night Wash concept?",I would want it to be priced more affordably and to have stronger clinical proof that it actually reduces stress hormones as claimed.,I would want it to be priced more affordably and to have stronger clinical proof that it actually reduces stress hormones as claimed.,"Concerns about price and skepticism about claims were noted for Dove Night Wash, consistent with my profile."
Concept 3: Dove Night Wash,M8_q38,How well does the Dove Night Wash concept fit with your current routine?,3,3 (Somewhat well),Dove Night Wash fits somewhat well with participant's routine as they value the calming ritual but want better proof and affordability.
Concept 3: Dove Night Wash,M8_q40,"Based on what you've seen, how likely would you be to buy the Dove Night Wash?",might_buy,Might or might not buy,"Consistent with prior answer for Dove 60-Second Body Spray purchase likelihood, showing moderate purchase intent for new Dove variants."
Concept 3: Dove Night Wash,M8_q42,How unique or different is the Dove Night Wash compared to other body wash products available today?,somewhat,Somewhat unique,"The calming night shower concept with clinical ingredients is somewhat unique but not extremely so, fitting the participant’s moderate uniqueness perception."
Concept 3: Dove Night Wash,M8_q43,How relevant is the Dove Night Wash to your personal needs?,somewhat,Somewhat relevant,Participant’s moderate relevance rating for Dove 60-Second Body Spray suggests similar moderate relevance for Dove Night Wash.
Concept 3: Dove Night Wash,M8_q44,How believable are the claims made about the Dove Night Wash?,somewhat,Somewhat believable,Claims involving clinical ingredients like chamomile and lavender would be somewhat believable given participant’s trust in expert-backed claims but some skepticism remains.
Concept 3: Dove Night Wash,M8_q45,How well does the Dove Night Wash idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Previous answers show Dove Night Wash fits somewhat well with expectations, reflecting moderate alignment with Dove's brand and product positioning."
Concept 3: Dove Night Wash,M8_q46,How would you describe the Dove Night Wash? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Dove Night Wash is somewhat unique and somewhat relevant with appeal for calming ritual but price and proof concerns keep ratings moderate, with slightly higher innovation."
