Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Direct real evidence states the participant showers once daily and uses body wash, indicating daily use."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""lux"", ""pears"", ""fiama"", ""other""]",Dove; Lux; Pears; Fiama; Other brand,"Participant currently uses Cinthol (an 'Other brand'), and named Dove, Pears, and Plum previously; Plum is not an option here but Fiama is a known brand in their consideration set, so likely tried recently; Dove and Lux are common mid-range brands they recognize."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant likes current body wash for ease of use, price, and acceptable smell but not strongly positive, suggesting moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like body washes to have a lightweight, watery texture that foams well directly from the dispenser, is non-drying, and affordable around ₹150-200. Leakproof packaging for travel would also be great.","I would like body washes to have a lightweight, watery texture that foams well directly from the dispenser, is non-drying, and affordable around ₹150-200. Leakproof packaging for travel would also be great.","Real interview data shows preference for watery texture, good foaming, non-drying effect, cheap price, and leakproof packaging."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Previously rated interest in Dove 60-Second Body Spray as 'might buy' and described appeal as moderate due to price and proof concerns, so moderate interest (3) fits."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing aspect is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I need a quick shower without scrubbing.","The most appealing aspect is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I need a quick shower without scrubbing.",Survey responses indicate appreciation for the speed and effectiveness claims of the Dove 60-Second Body Spray concept.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want clearer proof that it really works in 60 seconds and assurance that it won't irritate dry skin. Also, the price seems a bit high for a trial size, so a more affordable smaller pack would help.","I would want clearer proof that it really works in 60 seconds and assurance that it won't irritate dry skin. Also, the price seems a bit high for a trial size, so a more affordable smaller pack would help.","Concerns about price, skin irritation, and skepticism about claims were frequently noted for this product."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),Fits 'somewhat well' with current routine as per prior answers and evidence indicating it is somewhat relevant but not fully integrated.
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),Rated time-saving potential as moderate since the concept promises speed but skepticism about proof and irritation tempers enthusiasm.
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"While the Dove 60-Second Body Spray offers speed and micellar technology, the participant values consistency, price, and proven skin benefits, making them cautious about new formats."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The 60-second cleaning claim is somewhat different from regular body washes but not radically unique given existing cleansing products.
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,"The product’s speed benefit is somewhat relevant but not extremely so, as participant showers once daily and values thorough cleansing over speed."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,Claims based on micellar technology and speed seem plausible but participant is skeptical of marketing and prefers expert validation.
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Dove is a trusted brand for participant, but this new product format is a bit different from their usual body wash expectations."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"The Dove 60-Second Body Spray is seen as somewhat unique and innovative but not strongly premium or exciting, fitting moderately with current routine (ratings mostly neutral with slight lean to innovative)."
