Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Direct real evidence states the participant showers once a day and uses body wash due to ease of use, implying daily use."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""lux"", ""pears"", ""fiama"", ""other""]",Dove; Lux; Pears; Fiama; Other brand,"Real interview data shows use of Cinthol (Other brand), and named brands include Dove, Pears, Plum (excluded here as not an option), so likely also tried Lux and Fiama recently as common economy/mid-range brands."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant likes current body wash for ease of use, low price, and acceptable smell but only rates fragrance as 'okay' and skin feeling as neutral, indicating moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?",I would like body washes to be more affordable while still providing effective cleaning without drying out the skin. Packaging should be leakproof for travel and easy to use with a watery texture that foams well.,I would like body washes to be more affordable while still providing effective cleaning without drying out the skin. Packaging should be leakproof for travel and easy to use with a watery texture that foams well.,"Real interview data shows preference for cheap, easy to use body wash with non-drying formula and leakproof packaging."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Participant is somewhat interested in the Dove 60-Second Body Spray but price concerns and need for proof limit enthusiasm, so moderate interest fits."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well with a busy lifestyle and saves time during rushed days.","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well with a busy lifestyle and saves time during rushed days.",Survey responses indicate appreciation for the speed and convenience of the Dove 60-Second Body Spray concept.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want the price to be more affordable, as Rs.199 for a trial size seems a bit high, and I would like clearer proof that it works as claimed before committing.","I would want the price to be more affordable, as Rs.199 for a trial size seems a bit high, and I would like clearer proof that it works as claimed before committing.",Concerns about price being too high and skepticism about claims were frequently mentioned in survey responses.
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),"Participant indicated the Dove 60-Second Body Spray fits somewhat well with their routine, reflecting a moderate fit."
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),Participant believes the product might moderately save time in their routine given the 60-second claim but remains cautiously optimistic.
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"The Dove 60-Second Body Spray is priced at ₹199 for trial size, which is at the upper end of their usual budget; while the speed benefit is relevant, the participant prefers proven efficacy and price-value balance, so interest is cautious."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,"The micellar cleansing and 60-second claim is somewhat different from typical body washes but not radically unique, fitting their pragmatic view."
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,"The product's speed benefit aligns somewhat with their needs (busy urban student), but since they shower once daily and use body wash routinely, the urgency may not be very high."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,Claims about micellar technology and quick cleansing sound plausible but may be viewed with moderate skepticism without strong clinical proof.
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,very,Fits very well,"Dove is an established international brand known for gentle cleansing, so the product fits well with brand expectations."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,The Dove 60-Second Body Spray is seen as somewhat unique and innovative but price and proof concerns keep it neutral on premium and excitement.
