Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Real evidence states the participant showers once a day and uses body wash due to ease of use, indicating daily use."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""lux"", ""pears"", ""fiama"", ""other""]",Dove; Lux; Pears; Fiama; Other brand,"Participant currently uses Cinthol (Other brand) and can name Dove, Pears, Plum, Cinthol; also likely tried Lux and Fiama recently given familiarity and typical urban availability."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant likes current body wash for ease of use, low price, and acceptable scent, but only 'smells okay' and prefers neutral post-wash feeling, suggesting moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like body washes to be cheaper, have a watery texture that foams easily from the dispenser, and not dry out the skin after use.","I would like body washes to be cheaper, have a watery texture that foams easily from the dispenser, and not dry out the skin after use.","Real interview data shows preference for cheap, easy-to-use body wash with watery texture and non-drying effect."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Interest is moderate as the concept is somewhat unique and fits somewhat well with routine, but price and skepticism limit enthusiasm."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The speed and convenience of getting clean in just 60 seconds without scrubbing is appealing, especially for busy days when I have limited time.","The speed and convenience of getting clean in just 60 seconds without scrubbing is appealing, especially for busy days when I have limited time.",Survey responses indicate appreciation for the quick cleaning benefit of Dove 60-Second Body Spray fitting busy schedules.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want the price to be lower and clearer proof that it works as claimed, since I am skeptical and happy with my current product.","I would want the price to be lower and clearer proof that it works as claimed, since I am skeptical and happy with my current product.","Concerns about price being too high and skepticism about claims were noted, along with satisfaction with current body wash."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),The Dove 60-Second Body Spray fits somewhat well with current routine given the appeal of speed and convenience but not fully integrated.
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,4,4,"The product is moderately likely to save time due to its 60-second cleansing promise, which appeals especially on busy days."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"The Dove 60-Second Body Spray is priced at ₹199 (trial) and ₹399 (regular), which is above usual budget; while the quick clean feature is relevant, the participant is cautious about new formats and price, so uncertain about purchase."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,"The 60-second cleaning claim is somewhat different from regular body washes, but micellar technology is known in face care, so uniqueness is moderate."
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,"The product's speed benefit aligns somewhat with a busy student lifestyle, but participant showers once daily and does not express urgency as a top need."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,Claims about micellar cleansing and quick cleaning seem plausible but participant prefers to research and verify expert opinions before fully trusting.
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,very,Fits very well,"Dove is a trusted brand for participant and the product fits Dove’s image of gentle, effective cleansing, matching expectations well."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,The Dove 60-Second Body Spray is seen as somewhat unique and innovative but not strongly premium or exciting; fits moderately with routine and personal needs.
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""skeptical_claims"", ""happy_current""]",Price might be too high; Might not work as claimed; Happy with current product,"Participant is somewhat interested but cautious about Dove 60-Second Body Spray, concerned about price and effectiveness, and generally satisfied with current body wash."
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Interest in Dove Skip is moderate because moisturizing without lotion is appealing, but high price and skepticism reduce enthusiasm."
