Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Real evidence states the participant showers once daily and uses body wash, so daily use is consistent."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""lux"", ""pears"", ""fiama"", ""other""]",Dove; Lux; Pears; Fiama; Other brand,"Real interview evidence lists Dove, Pears, Plum, and Cinthol as known brands; Plum is not an option here, but Fiama and Lux are named in top-of-mind brands and likely used recently; 'Other brand' included to cover Cinthol which is the current main brand used."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant likes their current body wash (Cinthol) for ease, price, and acceptable scent but only 'smells okay' suggests moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like body washes to improve in being non-drying while still giving a thorough clean, with a watery texture that foams easily from a dispenser and is affordable around ₹150-200.","I would like body washes to improve in being non-drying while still giving a thorough clean, with a watery texture that foams easily from a dispenser and is affordable around ₹150-200.","Real interview data states preference for watery texture, non-drying but effective clean, easy to use, and cheap."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Previous answers show moderate interest in Dove 60-Second Body Spray due to its time-saving promise but concerns about price and proof limit enthusiasm.
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I have little time between activities.","The most appealing part is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I have little time between activities.",Survey responses show appreciation for the speed and convenience benefit of the Dove 60-Second Body Spray concept.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want clearer proof or expert endorsement of the 60-second cleaning claim and reassurance about skin safety, plus a more affordable price closer to ₹199 for a regular size.","I would want clearer proof or expert endorsement of the 60-second cleaning claim and reassurance about skin safety, plus a more affordable price closer to ₹199 for a regular size.","Concerns include price being too high, skepticism about claims, and potential skin irritation; trust in expert recommendations is important."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),The product fits somewhat well with the routine as it addresses busy days but is not fully integrated due to skepticism and price concerns.
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,3,3 (Moderately likely),"The concept is moderately likely to save time, aligning with the appeal of quick cleaning but tempered by doubts about effectiveness."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"The Dove 60-Second Body Spray's speed benefit is relevant but the participant is cautious and price-sensitive, so uncertain about purchase."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The micellar technology and quick clean concept are somewhat different but not radically unique compared to existing body washes.
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,The product's quick cleansing fits a busy lifestyle but participant showers once daily and does not emphasize speed as a top priority.
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,Claims about micellar cleansing are plausible but participant prefers visible clinical proof and may be skeptical without detailed evidence.
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Dove is a trusted brand for this participant, but the new format is somewhat different from their usual body wash experience."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"The Dove 60-Second Body Spray is seen as somewhat unique and innovative but fits somewhat neutrally with current routine and expectations, so ratings reflect moderate innovation but neutral on premium and memorability."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""availability"", ""distrust_new"", ""happy_current""]",Price might be too high; Might not work as claimed; Could irritate my skin; Might not be available where I shop; Don't trust new products; Happy with current product,"Survey responses show cautious interest with 'might or might not buy' and concerns about price, efficacy, skin irritation, availability, trust in new products, and satisfaction with current product all relevant."
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",2,2,"Interest in Dove Skip is low to moderate due to price concerns and desire for clinical proof, despite appreciating the moisturizing benefit."
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?","The most appealing aspect is the idea of getting 12-hour moisturized skin straight from the shower, eliminating the hassle of applying lotion afterward.","The most appealing aspect is the idea of getting 12-hour moisturized skin straight from the shower, eliminating the hassle of applying lotion afterward.","The concept's benefit of in-shower hydration aligns with the participant's desire for practical, time-saving skincare."
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?",I would improve the concept by lowering the price to under ₹350 for 300ml and providing clinical evidence or dermatologist backing to support the moisturizing claims.,I would improve the concept by lowering the price to under ₹350 for 300ml and providing clinical evidence or dermatologist backing to support the moisturizing claims.,Price sensitivity and trust in expert-backed efficacy are key traits; current price is seen as a concern.
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,3,3 (Somewhat well),The concept fits somewhat well with routine since moisturizing after shower is desired but hassle and price reduce fit.
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,3,3 (Moderately likely),"Dove Skip might moderately save time by eliminating lotion application, but doubts about claims and price temper expectations."
Concept 2: Dove Skip,M8_q25,"Based on what you've seen, how likely would you be to buy the Dove Skip?",probably_not,Probably would not buy,"While moisturizing is desired, participant prefers neutral post-wash skin feeling and is price sensitive; ₹349-599 is a premium price likely too high without strong clinical proof."
Concept 2: Dove Skip,M8_q27,How unique or different is the Dove Skip compared to other body wash products available today?,somewhat,Somewhat unique,"Prior survey response for Dove 60-Second Body Spray was 'Somewhat unique' and given similar product positioning and price (Rs.349 for 300ml), this aligns with the profile's cautious but open view on Dove innovations."
Concept 2: Dove Skip,M8_q28,How relevant is the Dove Skip to your personal needs?,somewhat,Somewhat relevant,"Earlier answer for Dove 60-Second Body Spray relevance was 'Somewhat relevant' and the moisturizing claim, while useful, is not a strong enough differentiator to be highly relevant given the profile's practical and price-driven approach."
Concept 2: Dove Skip,M8_q29,How believable are the claims made about the Dove Skip?,somewhat,Somewhat believable,The profile previously rated Dove 60-Second Body Spray claims as 'Somewhat believable' reflecting a moderate trust in Dove claims but requiring more clinical proof for full belief.
Concept 2: Dove Skip,M8_q30,How well does the Dove Skip idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Consistent with prior response on Dove 60-Second Body Spray fitting the Dove brand 'somewhat well', as the profile sees Dove as a mid-premium brand but is skeptical of overly innovative claims without strong proof."
Concept 2: Dove Skip,M8_q31,How would you describe the Dove Skip? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,Dove Skip is rated somewhat unique and relevant but concerns about price and clinical proof keep the perception neutral across attributes.
Concept 2: Dove Skip,M8_q34,"What concerns, if any, would you have about trying the Dove Skip? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""availability"", ""distrust_new""]",Price might be too high; Might not work as claimed; Could irritate my skin; Might not be available where I shop; Don't trust new products,Similar cautious stance as with other Dove products; no explicit 'happy with current product' here since moisturizing claims are new and less aligned with current routine; price and efficacy concerns consistent.
Concept 3: Dove Night Wash,M8_q35,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Moderate interest in Dove Night Wash due to appealing calming benefits but need for clinical proof and price sensitivity limit enthusiasm.
Concept 3: Dove Night Wash,M8_q36,"What, if anything, did you find most appealing about the Dove Night Wash concept?",The calming ritual with chamomile and lavender oils that help reduce stress hormones and prepare for sleep is the most appealing part.,The calming ritual with chamomile and lavender oils that help reduce stress hormones and prepare for sleep is the most appealing part.,"The participant values expert-backed benefits and a differentiated experience for night showers, as per the concept description."
Concept 3: Dove Night Wash,M8_q37,"What, if anything, would you change or improve about the Dove Night Wash concept?",I would want more clinical proof of the stress reduction claims and possibly a more affordable price around ₹299 for 250ml to make it more accessible.,I would want more clinical proof of the stress reduction claims and possibly a more affordable price around ₹299 for 250ml to make it more accessible.,Skepticism about claims and price sensitivity are consistent concerns; expert endorsement would increase trust.
Concept 3: Dove Night Wash,M8_q38,How well does the Dove Night Wash concept fit with your current routine?,3,3 (Somewhat well),"Fits somewhat well with routine as night shower is a distinct moment, but price and proof concerns reduce full fit."
Concept 3: Dove Night Wash,M8_q40,"Based on what you've seen, how likely would you be to buy the Dove Night Wash?",might_buy,Might or might not buy,"Given the profile's moderate interest in Dove 60-Second Body Spray and preference for clinically backed benefits, the calming night wash with botanical claims is likely met with cautious interest but not strong purchase intent."
Concept 3: Dove Night Wash,M8_q42,How unique or different is the Dove Night Wash compared to other body wash products available today?,somewhat,Somewhat unique,"The calming night shower concept with chamomile and lavender is somewhat unique but not groundbreaking, fitting the profile's moderate uniqueness rating for similar Dove innovations."
Concept 3: Dove Night Wash,M8_q43,How relevant is the Dove Night Wash to your personal needs?,somewhat,Somewhat relevant,"The profile values clinically proven benefits but is cautious about botanical claims; thus, the night wash's stress-relief benefit is somewhat relevant but not highly so."
Concept 3: Dove Night Wash,M8_q44,How believable are the claims made about the Dove Night Wash?,somewhat,Somewhat believable,The profile's skepticism towards claims without transparent clinical proof leads to a 'Somewhat believable' rating for the Dove Night Wash claims.
Concept 3: Dove Night Wash,M8_q45,How well does the Dove Night Wash idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,Prior answers show Dove Night Wash fits somewhat well with brand expectations and the calming night shower concept aligns moderately with Dove's positioning.
Concept 3: Dove Night Wash,M8_q46,How would you describe the Dove Night Wash? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,Dove Night Wash concept is somewhat appealing and relevant but desire for more clinical proof and price concerns keep ratings moderate and neutral.
Concept 3: Dove Night Wash,M8_q49,"What concerns, if any, would you have about trying the Dove Night Wash? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""availability"", ""distrust_new"", ""happy_current""]",Price might be too high; Might not work as claimed; Could irritate my skin; Might not be available where I shop; Don't trust new products; Happy with current product,"Consistent with prior answers on Dove Night Wash where the participant is somewhat interested but cautious about price, efficacy, irritation, availability, trust, and also satisfied somewhat with current product."
Concept 4: Dove Yours & Mine,M8_q50,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Earlier survey answers show moderate interest (might_buy) in Dove Yours & Mine, with appeal for personalized fragrance quiz but concerns about price (₹799 considered high) and desire for clearer expert backing."
Concept 4: Dove Yours & Mine,M8_q51,"What, if anything, did you find most appealing about the Dove Yours & Mine concept?",The personalized fragrance quiz that creates custom formulas for couples to feel connected through scent is the most appealing feature.,The personalized fragrance quiz that creates custom formulas for couples to feel connected through scent is the most appealing feature.,"The participant appreciates personalization and aspirational social connection, though price is a concern."
Concept 4: Dove Yours & Mine,M8_q52,"What, if anything, would you change or improve about the Dove Yours & Mine concept?",I would lower the price closer to ₹499-599 to make it more accessible and add clearer expert endorsement or clinical proof to back the personalized fragrance claims.,I would lower the price closer to ₹499-599 to make it more accessible and add clearer expert endorsement or clinical proof to back the personalized fragrance claims.,"The participant values expert-backed claims and affordability around mid-range prices, and previously expressed concerns about price and trust in new product claims for Dove Yours & Mine."
Concept 4: Dove Yours & Mine,M8_q55,"Based on what you've seen, how likely would you be to buy the Dove Yours & Mine?",might_buy,Might or might not buy,"Given the high price (₹799-999) and the personalized fragrance concept, which is somewhat relevant but not strongly compelling, this cautious, price-sensitive profile would be uncertain about purchase."
Concept 4: Dove Yours & Mine,M8_q57,How unique or different is the Dove Yours & Mine compared to other body wash products available today?,somewhat,Somewhat unique,Similar personalized fragrance concepts are somewhat unique but not extremely so; prior answers rate Dove body wash variants as somewhat unique.
Concept 4: Dove Yours & Mine,M8_q58,How relevant is the Dove Yours & Mine to your personal needs?,somewhat,Somewhat relevant,"The concept of carrying partner’s scent is somewhat relevant but not highly prioritized by this pragmatic, price-conscious consumer."
Concept 4: Dove Yours & Mine,M8_q59,How believable are the claims made about the Dove Yours & Mine?,somewhat,Somewhat believable,Claims about personalized fragrance quiz and custom formulas are plausible but would be met with cautious skepticism without clinical proof.
Concept 4: Dove Yours & Mine,M8_q60,How well does the Dove Yours & Mine idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"The Dove Yours & Mine concept fits somewhat well with Dove’s brand as perceived by this consumer, consistent with prior ratings for Dove variants."
Concept 4: Dove Yours & Mine,M8_q61,How would you describe the Dove Yours & Mine? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Dove Yours & Mine is somewhat unique and appealing due to personalized fragrance quiz, but price and lack of expert proof temper enthusiasm to neutral/moderate ratings."
Concept 4: Dove Yours & Mine,M8_q64,"What concerns, if any, would you have about trying the Dove Yours & Mine? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""availability"", ""distrust_new""]",Price might be too high; Might not work as claimed; Could irritate my skin; Might not be available where I shop; Don't trust new products,"Given the high price (₹799+), novelty, and personalized fragrance concept, concerns about price, efficacy, irritation, availability, and trust in new products are expected; no indication of happiness with current product here."
Concept 5: Dove Skin ID,M8_q65,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Previous answers indicate moderate interest (might_buy) in Dove Skin ID, appreciating AI skin analysis customization but wanting price under ₹599 and stronger clinical/dermatologist proof."
Concept 5: Dove Skin ID,M8_q66,"What, if anything, did you find most appealing about the Dove Skin ID concept?","The most appealing part is the AI skin analysis that customizes the body wash to my specific skin needs across different body areas, which feels more precise than generic products.","The most appealing part is the AI skin analysis that customizes the body wash to my specific skin needs across different body areas, which feels more precise than generic products.","The participant appreciates expert and data-driven personalization and finds the AI skin analysis somewhat relevant, aligning with their research-oriented and pragmatic approach."
Concept 5: Dove Skin ID,M8_q67,"What, if anything, would you change or improve about the Dove Skin ID concept?","I would want the price to be more affordable, ideally under ₹599 for the first order, and clearer clinical or dermatologist backing to trust the AI skin analysis and product efficacy.","I would want the price to be more affordable, ideally under ₹599 for the first order, and clearer clinical or dermatologist backing to trust the AI skin analysis and product efficacy.","The participant consistently raises concerns about high price and lack of clinical proof, preferring products with expert endorsement and affordable pricing."
Concept 5: Dove Skin ID,M8_q68,How well does the Dove Skin ID concept fit with your current routine?,3,3 (Somewhat well),"Consistent with prior responses, Dove Skin ID fits somewhat well with current routine due to its personalized approach, but price and trust issues limit a higher fit rating."
Concept 5: Dove Skin ID,M8_q70,"Based on what you've seen, how likely would you be to buy the Dove Skin ID?",might_buy,Might or might not buy,The AI-customized body wash at ₹699 is interesting but expensive; prior evidence shows cautious interest but no strong purchase intent without more proof.
Concept 5: Dove Skin ID,M8_q72,How unique or different is the Dove Skin ID compared to other body wash products available today?,somewhat,Somewhat unique,AI skin analysis for body wash customization is somewhat unique but not seen as a complete game-changer by this consumer.
Concept 5: Dove Skin ID,M8_q73,How relevant is the Dove Skin ID to your personal needs?,somewhat,Somewhat relevant,"Prior answers consistently rated Dove Skin ID as 'somewhat' unique and relevant, reflecting moderate personal relevance without strong enthusiasm."
Concept 5: Dove Skin ID,M8_q74,How believable are the claims made about the Dove Skin ID?,somewhat,Somewhat believable,"Previous responses rated Dove Skin ID claims as somewhat believable, indicating cautious acceptance but not full trust without more evidence."
Concept 5: Dove Skin ID,M8_q75,How well does the Dove Skin ID idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Earlier answers show the Dove Skin ID concept fits the Dove brand somewhat well, aligning with the profile's moderate brand fit perception."
Concept 5: Dove Skin ID,M8_q76,How would you describe the Dove Skin ID? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 4, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 4; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Dove Skin ID is seen as somewhat unique and innovative with AI customization, fitting somewhat with routine but needing clearer proof and better price, so moderate to slightly positive ratings on innovation."
Concept 5: Dove Skin ID,M8_q79,"What concerns, if any, would you have about trying the Dove Skin ID? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""availability"", ""distrust_new""]",Price might be too high; Might not work as claimed; Could irritate my skin; Might not be available where I shop; Don't trust new products,"High price (₹699+), AI-based customization, and novelty trigger typical concerns about price, efficacy, irritation, availability, and trust; consistent with cautious, research-driven profile."
Comparative & Pricing,M8_q17,How important are each of these factors when choosing a body wash?,"{""Cleansing effectiveness"": 5, ""Moisturization / skin hydration"": 4, ""Fragrance / scent quality"": 3, ""Gentleness on skin"": 4, ""Value for money"": 5, ""Innovation / uniqueness"": 3, ""Brand trust and reputation"": 3, ""Convenience / ease of use"": 4}",Cleansing effectiveness: 5; Moisturization / skin hydration: 4; Fragrance / scent quality: 3; Gentleness on skin: 4; Value for money: 5; Innovation / uniqueness: 3; Brand trust and reputation: 3; Convenience / ease of use: 4,"Evidence shows cleansing effectiveness and price/value as top priorities, with moisturization and gentleness important but secondary; fragrance and innovation moderately important; brand trust and convenience somewhat important."
Comparative & Pricing,M8_q80,"Now that you've seen all 5 concepts, please rank them from most to least appealing. Pick your top 3.","[""Dove 60-Second Body Spray"", ""Dove Night Wash"", ""Dove Yours & Mine"", ""Dove Skip"", ""Dove Skin ID""]",Dove 60-Second Body Spray > Dove Night Wash > Dove Yours & Mine > Dove Skip > Dove Skin ID,"The Dove 60-Second Body Spray was rated most appealing due to its time-saving promise fitting busy days; Dove Night Wash and Yours & Mine were somewhat appealing but less so; Dove Skip and Skin ID were less preferred due to price concerns and need for clearer clinical proof, consistent with prior stated preferences and concerns."
