Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Direct real evidence states the participant showers once daily, so daily use of body wash is consistent."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""lux"", ""pears"", ""fiama"", ""other""]",Dove; Lux; Pears; Fiama; Other brand,"Real interview data shows current use of Cinthol and mentions Dove, Pears, Plum, Cinthol as known brands; given typical urban economy-mid range use and openness to multiple brands, Dove, Lux, Pears, Fiama and an unspecified 'Other brand' are plausible recent uses."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant likes current body wash for ease of use, price, and acceptable scent but the neutral skin feel and price sensitivity suggest moderate satisfaction rather than very high."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would like body washes to have a lighter, watery texture that foams easily and cleans effectively without drying the skin, all at an affordable price around ₹100-200.","I would like body washes to have a lighter, watery texture that foams easily and cleans effectively without drying the skin, all at an affordable price around ₹100-200.","Real interview data shows preference for watery texture, easy foaming, non-drying feel, and cheap price as key improvements."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",4,4,"Participant is somewhat interested in Dove 60-Second Body Spray due to its promise of quick cleaning for busy days, but price concerns limit extreme interest."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing aspect is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I need a quick but effective shower.","The most appealing aspect is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I need a quick but effective shower.",Survey responses highlight the speed and effective cleaning benefit as the main appeal of the Dove 60-Second Body Spray concept.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would improve the price to be more affordable, ideally closer to ₹199 for a regular size, and ensure it is widely available in common stores where I shop.","I would improve the price to be more affordable, ideally closer to ₹199 for a regular size, and ensure it is widely available in common stores where I shop.","Concerns about high price and availability were frequently mentioned, indicating these as key areas for improvement."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),"The concept fits somewhat well with the participant's routine as a pragmatic, time-saving option for rushed showers."
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,4,4,"The product is moderately to highly likely to save time given the 60-second cleaning promise, matching participant's appeal for quick showers."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",probably_buy,Probably would buy,"The product’s promise of quick, effective cleansing aligns with participant’s practical needs; price at Rs.199 for trial fits budget and clinical micellar technology claim adds credibility, making purchase likely but not definite without trial."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,"Micellar cleansing in body wash is somewhat novel but not radically different; participant is cautious and values clinical proof, so uniqueness is acknowledged but not overstated."
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,"The product’s speed and cleansing benefit are relevant to the participant’s routine, but since they shower once daily and use body wash for ease, the specific 60-second claim is moderately relevant."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,very,Very believable,"Participant trusts dermatologist/expert-backed claims and clinical proof, and the product’s micellar technology from Dove’s face care range adds credibility."
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,very,Fits very well,"Dove is an established brand participant currently uses and trusts, so the product fits well with brand expectations."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 4, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 4; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"The Dove 60-Second Body Spray is seen as somewhat unique and innovative but only somewhat relevant and fitting to routine, so ratings reflect moderate excitement and innovation with neutral memorability and fit."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""availability""]",Price might be too high; Might not work as claimed; Could irritate my skin; Might not be available where I shop,"Profile shows price sensitivity, skin dryness concern (risk of irritation), some skepticism about new products but no outright distrust, and concern about availability in usual retail channels."
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Participant finds Dove Skip somewhat interesting due to moisturizing benefits but price is a barrier, so interest is moderate."
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?",The most appealing part is the convenience of getting 12-hour moisturized skin straight from the shower without needing to apply lotion afterward.,The most appealing part is the convenience of getting 12-hour moisturized skin straight from the shower without needing to apply lotion afterward.,"The concept's benefit of eliminating the lotion step aligns with the participant's appreciation for practical, easy-to-use products."
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?",I would reduce the price to fit within a mid-range budget closer to ₹200-300 and clarify the skin benefits with clinical proof to justify the cost.,I would reduce the price to fit within a mid-range budget closer to ₹200-300 and clarify the skin benefits with clinical proof to justify the cost.,"Price sensitivity and demand for clinical evidence are consistent concerns for this participant, especially for premium claims."
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,3,3 (Somewhat well),"Fits somewhat well with routine as it addresses moisturizing convenience, but price and need for clinical proof reduce fit."
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,3,3 (Moderately likely),"Likely to save some time by skipping lotion, but participant is cautious and price-sensitive, so moderate likelihood."
Concept 2: Dove Skip,M8_q25,"Based on what you've seen, how likely would you be to buy the Dove Skip?",probably_not,Probably would not buy,"Though the moisturizing benefit is appealing for dry skin, the higher price (Rs.349-599) without explicit clinical proof and participant’s price sensitivity make purchase unlikely without further validation."
Concept 2: Dove Skip,M8_q27,How unique or different is the Dove Skip compared to other body wash products available today?,somewhat,Somewhat unique,"Similar to the Dove 60-Second Body Spray, Dove Skip is seen as somewhat unique but not extremely so, reflecting a balanced view of innovation within a familiar brand."
Concept 2: Dove Skip,M8_q28,How relevant is the Dove Skip to your personal needs?,somewhat,Somewhat relevant,"The participant previously rated Dove 60-Second Body Spray as somewhat relevant to personal needs, indicating a moderate relevance for new Dove products with similar functional claims."
Concept 2: Dove Skip,M8_q29,How believable are the claims made about the Dove Skip?,very,Very believable,"The participant rated claims of Dove 60-Second Body Spray as very believable, showing trust in Dove’s product claims, especially those with a clinical or technological basis."
Concept 2: Dove Skip,M8_q30,How well does the Dove Skip idea fit with what you expect from the Dove brand?,very,Fits very well,"Consistent with prior answers, Dove Skip fits very well with expectations from the Dove brand, which is trusted for practical and clinically backed personal care products."
Concept 2: Dove Skip,M8_q31,How would you describe the Dove Skip? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,Dove Skip is rated somewhat unique and relevant but price concerns and moderate fit with routine lead to neutral ratings across all pairs.
Concept 2: Dove Skip,M8_q34,"What concerns, if any, would you have about trying the Dove Skip? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""availability""]",Price might be too high; Might not work as claimed; Could irritate my skin; Might not be available where I shop,"Similar concerns apply here due to higher price point (Rs.349+), skin dryness sensitivity, and cautious approach to new claims, plus availability concerns."
Concept 3: Dove Night Wash,M8_q35,"Overall, how interested are you in this product concept?",4,4,"Participant is quite interested in Dove Night Wash for its calming, stress-reducing benefits, though price concerns temper enthusiasm."
Concept 3: Dove Night Wash,M8_q36,"What, if anything, did you find most appealing about the Dove Night Wash concept?","I like that it offers a calming, relaxing shower experience with ingredients like chamomile and lavender that help reduce stress before sleep.","I like that it offers a calming, relaxing shower experience with ingredients like chamomile and lavender that help reduce stress before sleep.",The calming ritual and clinically backed ingredients were noted as appealing features in the Dove Night Wash concept.
Concept 3: Dove Night Wash,M8_q37,"What, if anything, would you change or improve about the Dove Night Wash concept?","I would want the price to be more affordable, ideally under ₹300 for a 250ml size, and ensure the product does not irritate sensitive skin.","I would want the price to be more affordable, ideally under ₹300 for a 250ml size, and ensure the product does not irritate sensitive skin.","Price and skin irritation concerns are consistent barriers to trial, so lowering price and ensuring gentleness would improve appeal."
Concept 3: Dove Night Wash,M8_q38,How well does the Dove Night Wash concept fit with your current routine?,3,3 (Somewhat well),"Fits somewhat well with routine as an evening calming ritual, but participant’s mood-dependent grooming and price sensitivity limit full fit."
Concept 3: Dove Night Wash,M8_q40,"Based on what you've seen, how likely would you be to buy the Dove Night Wash?",probably_buy,Probably would buy,"Given the participant’s moderate willingness to try Dove 60-Second Body Spray and preference for clinically supported benefits, they would probably buy Dove Night Wash which offers clinically shown stress-reducing ingredients."
Concept 3: Dove Night Wash,M8_q42,How unique or different is the Dove Night Wash compared to other body wash products available today?,somewhat,Somewhat unique,"The calming night shower concept with clinical backing is somewhat unique compared to regular body washes, matching the participant’s moderate uniqueness rating for similar Dove innovations."
Concept 3: Dove Night Wash,M8_q43,How relevant is the Dove Night Wash to your personal needs?,somewhat,Somewhat relevant,"The participant’s pragmatic and price-sensitive nature suggests moderate relevance for a night wash product, as it addresses a specific need but is not essential."
Concept 3: Dove Night Wash,M8_q44,How believable are the claims made about the Dove Night Wash?,very,Very believable,"Claims backed by clinical evidence, such as stress hormone reduction, align with the participant’s trust in expert-backed product claims, leading to a very believable rating."
Concept 3: Dove Night Wash,M8_q45,How well does the Dove Night Wash idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"The Dove Night Wash is rated as somewhat unique and somewhat relevant to personal needs, so the fit with Dove brand expectations is moderate rather than very strong."
Concept 3: Dove Night Wash,M8_q46,How would you describe the Dove Night Wash? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,"Dove Night Wash is somewhat unique and relevant with calming benefits, but price sensitivity and moderate routine fit result in neutral ratings."
Concept 3: Dove Night Wash,M8_q49,"What concerns, if any, would you have about trying the Dove Night Wash? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation""]",Price might be too high; Might not work as claimed; Could irritate my skin,"While somewhat interested in Dove Night Wash, price sensitivity and skin irritation risk remain concerns; availability less of a concern given usual retail presence."
Concept 4: Dove Yours & Mine,M8_q50,"Overall, how interested are you in this product concept?",2,2,"The participant finds the Dove Yours & Mine concept somewhat unique and interesting for its personalization and scent connection but considers the price (₹799-999) too high, making overall interest low to moderate."
Concept 4: Dove Yours & Mine,M8_q51,"What, if anything, did you find most appealing about the Dove Yours & Mine concept?","The personalization aspect and the idea of carrying a partner's scent to feel connected is interesting, but the high price makes it less relevant for me.","The personalization aspect and the idea of carrying a partner's scent to feel connected is interesting, but the high price makes it less relevant for me.","The participant found the concept somewhat unique but not very relevant, mainly due to price and skepticism about new products."
Concept 4: Dove Yours & Mine,M8_q52,"What, if anything, would you change or improve about the Dove Yours & Mine concept?","I find the personalization and scent connection interesting, but the price at ₹799-999 is too high for me; lowering the price closer to ₹300-400 would make it more accessible.","I find the personalization and scent connection interesting, but the price at ₹799-999 is too high for me; lowering the price closer to ₹300-400 would make it more accessible.",Direct evidence shows interest in the personalization aspect but consistent concern about high price making it less relevant.
Concept 4: Dove Yours & Mine,M8_q55,"Based on what you've seen, how likely would you be to buy the Dove Yours & Mine?",probably_not,Probably would not buy,"Given the profile's cautious novelty seeking with conditions and moderate relevance for similar Dove products, plus price sensitivity (₹799 is premium), likelihood to buy a personalized couples kit is low."
Concept 4: Dove Yours & Mine,M8_q57,How unique or different is the Dove Yours & Mine compared to other body wash products available today?,somewhat,Somewhat unique,"Similar Dove products with personalization features are rated as somewhat unique, consistent with prior ratings for Dove's differentiated but not radically new offerings."
Concept 4: Dove Yours & Mine,M8_q58,How relevant is the Dove Yours & Mine to your personal needs?,not_very,Not very relevant,"The concept of personalized couple scents is not aligned with the participant's core needs focused on dryness and skin health, making it of low personal relevance."
Concept 4: Dove Yours & Mine,M8_q59,How believable are the claims made about the Dove Yours & Mine?,somewhat,Somewhat believable,"Claims involving personalized fragrance quizzes are novel and somewhat believable but not fully trusted without expert validation, consistent with the participant's expert-trusting skepticism."
Concept 4: Dove Yours & Mine,M8_q60,How well does the Dove Yours & Mine idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"The Dove Yours & Mine concept fits moderately with Dove's brand as perceived by the participant, who sees Dove as somewhat unique but primarily focused on skin health rather than fragrance personalization."
Concept 4: Dove Yours & Mine,M8_q61,How would you describe the Dove Yours & Mine? Rate each pair of characteristics.,"{""Basic-Premium"": 4, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 2, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 4; Boring-Exciting: 3; Not for me-Made for me: 2; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"Dove Yours & Mine is seen as somewhat unique and innovative but too expensive and less relevant, so rated premium and innovative but less made for me."
Concept 4: Dove Yours & Mine,M8_q64,"What concerns, if any, would you have about trying the Dove Yours & Mine? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation"", ""distrust_new""]",Price might be too high; Might not work as claimed; Could irritate my skin; Don't trust new products,"High price (Rs.799+), personalized scent concept is less relevant and less trusted, plus cautiousness about new products and skin irritation risk."
Concept 5: Dove Skin ID,M8_q65,"Overall, how interested are you in this product concept?",4,4,"The participant previously rated interest in Dove Skin ID as probably_buy (4) and finds the AI skin analysis and customization very relevant and appealing, though price sensitivity tempers enthusiasm slightly."
Concept 5: Dove Skin ID,M8_q66,"What, if anything, did you find most appealing about the Dove Skin ID concept?","The most appealing part is the AI skin analysis that customizes the body wash to my specific skin needs, which feels very relevant and useful for effective skin care.","The most appealing part is the AI skin analysis that customizes the body wash to my specific skin needs, which feels very relevant and useful for effective skin care.",Multiple responses highlight the high relevance and uniqueness of the AI skin analysis feature and its fit with personal needs.
Concept 5: Dove Skin ID,M8_q67,"What, if anything, would you change or improve about the Dove Skin ID concept?","I would want the price to be more affordable, ideally under ₹500 for the first order, and clear assurances that it won’t irritate sensitive skin.","I would want the price to be more affordable, ideally under ₹500 for the first order, and clear assurances that it won’t irritate sensitive skin.",Price sensitivity and concerns about skin irritation are repeatedly noted; improvements should focus on affordability and skin safety.
Concept 5: Dove Skin ID,M8_q68,How well does the Dove Skin ID concept fit with your current routine?,4,4,"The Dove Skin ID concept fits somewhat well with the participant's routine, given their interest in personalized skin care and clinical proof, but price and routine integration concerns prevent a perfect fit."
Concept 5: Dove Skin ID,M8_q70,"Based on what you've seen, how likely would you be to buy the Dove Skin ID?",probably_buy,Probably would buy,The participant values dermatologist recommendations and clinical evidence; Dove Skin ID's AI customization and clinical approach align well with their cautious novelty seeking and skin concern focus.
Concept 5: Dove Skin ID,M8_q72,How unique or different is the Dove Skin ID compared to other body wash products available today?,very,Very unique,"AI skin analysis and custom formulation for different body parts is a novel feature that stands out strongly compared to typical body washes, fitting the participant's preference for clinically validated innovation."
Concept 5: Dove Skin ID,M8_q73,How relevant is the Dove Skin ID to your personal needs?,very,Very relevant,"The Dove Skin ID is rated as 'Very unique' and the concept of custom skin needs fits well with the participant's pragmatic, research-oriented approach valuing clinical proof and personalization, but the high price (₹699) limits it from being 'Extremely relevant'."
Concept 5: Dove Skin ID,M8_q74,How believable are the claims made about the Dove Skin ID?,very,Very believable,"The participant trusts expert and clinical claims and finds Dove Skin ID claims very credible, but would still seek some clinical evidence beyond marketing, so 'Very believable' fits best."
Concept 5: Dove Skin ID,M8_q75,How well does the Dove Skin ID idea fit with what you expect from the Dove brand?,very,Fits very well,"Previous answers show Dove Skin ID fits well with brand expectations and the participant's utilitarian and clinical-proof-driven mindset, so 'Fits very well' is consistent."
Concept 5: Dove Skin ID,M8_q76,How would you describe the Dove Skin ID? Rate each pair of characteristics.,"{""Basic-Premium"": 4, ""Boring-Exciting"": 4, ""Not for me-Made for me"": 5, ""Old-fashioned-Innovative"": 5, ""Forgettable-Memorable"": 4}",Basic-Premium: 4; Boring-Exciting: 4; Not for me-Made for me: 5; Old-fashioned-Innovative: 5; Forgettable-Memorable: 4,"Dove Skin ID is rated very unique, relevant, and fitting with routine, with strong appeal for customization and clinical proof, leading to high ratings on premium, innovation, and personal fit."
Concept 5: Dove Skin ID,M8_q79,"What concerns, if any, would you have about trying the Dove Skin ID? Select all that apply.","[""price_high"", ""skeptical_claims"", ""skin_irritation""]",Price might be too high; Might not work as claimed; Could irritate my skin,"Though very relevant and fitting expectations, the high price (Rs.699+) and skin sensitivity cause concern, along with skepticism about efficacy claims."
Comparative & Pricing,M8_q17,How important are each of these factors when choosing a body wash?,"{""Cleansing effectiveness"": 5, ""Moisturization / skin hydration"": 4, ""Fragrance / scent quality"": 3, ""Gentleness on skin"": 4, ""Value for money"": 5, ""Innovation / uniqueness"": 3, ""Brand trust and reputation"": 4, ""Convenience / ease of use"": 4}",Cleansing effectiveness: 5; Moisturization / skin hydration: 4; Fragrance / scent quality: 3; Gentleness on skin: 4; Value for money: 5; Innovation / uniqueness: 3; Brand trust and reputation: 4; Convenience / ease of use: 4,"Evidence shows cleansing and price/value as top priorities, with moisturization, gentleness, brand trust, and convenience moderately important, and innovation and fragrance less so."
Comparative & Pricing,M8_q80,"Now that you've seen all 5 concepts, please rank them from most to least appealing. Pick your top 3.","[""Dove 60-Second Body Spray"", ""Dove Night Wash"", ""Dove Skip"", ""Dove Skin ID"", ""Dove Yours & Mine""]",Dove 60-Second Body Spray > Dove Night Wash > Dove Skip > Dove Skin ID > Dove Yours & Mine,"Based on prior answers, Dove 60-Second Body Spray is most appealing due to time-saving and fit with routine; Dove Night Wash is liked for calming benefits and moderate price; Dove Skip is somewhat appealing but price-sensitive; Dove Skin ID is innovative but expensive; Dove Yours & Mine is least appealing due to high price and lower relevance."
Comparative & Pricing,M8_q81,"Thinking about the concept you found most appealing — at the price shown, how likely would you be to buy it?",might_buy,Might or might not buy,"Given the high price (₹699) and the participant's price sensitivity with a clear upper limit, combined with interest in clinical proof but hesitation without full evidence, 'Might or might not buy' best reflects cautious consideration."
