Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,Real evidence states the participant showers once daily and uses body wash.
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove"", ""nivea""]",Dove; Nivea,"Real interview evidence states current use of Nivea body wash and mentions Dove among known brands, indicating recent usage of both."
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",somewhat_satisfied,Somewhat satisfied,"Participant likes that body wash cleans well, smells good, and suits skin but fragrance is only 'just okay,' indicating moderate satisfaction."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I would most like to see improved fragrance options that feel fresh and aquatic but more distinctive, along with better skin benefits like lasting softness without heaviness. Packaging could also be more minimalistic and clinical, and prices should stay reasonable around ₹300-500.","I would most like to see improved fragrance options that feel fresh and aquatic but more distinctive, along with better skin benefits like lasting softness without heaviness. Packaging could also be more minimalistic and clinical, and prices should stay reasonable around ₹300-500.","Real interview data shows desire for fresh aquatic fragrance, soft skin benefit, minimalistic packaging, and price sensitivity in mid-range ₹300-500."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),"Interest is moderate as the product is somewhat relevant and somewhat unique, but price concerns and skepticism about claims limit enthusiasm."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The most appealing aspect is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I need a quick shower without scrubbing or long rinsing.","The most appealing aspect is the promise of getting completely clean in just 60 seconds, which fits well for busy days when I need a quick shower without scrubbing or long rinsing.",Survey responses indicate the 60-second cleaning speed and convenience are the key appealing points for this concept.
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I would want clearer proof or dermatologist validation of the micellar technology's effectiveness, and possibly a slightly larger size at a better price point since ₹399 for 200ml feels a bit high.","I would want clearer proof or dermatologist validation of the micellar technology's effectiveness, and possibly a slightly larger size at a better price point since ₹399 for 200ml feels a bit high.","Concerns about price being too high and skepticism about claims were noted, consistent with price-sensitive-yet-quality-driven profile."
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,3,3 (Somewhat well),"The concept fits somewhat well with the current routine since it addresses quick cleaning needs, but not perfectly due to price and proof concerns."
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,4,4,"The product is moderately likely to save time given the 60-second cleaning promise, which fits busy days, though some hesitation remains."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",might_buy,Might or might not buy,"While the product's quick cleaning benefit is relevant, the participant values proven efficacy and expert backing more, so is cautious about new formats and would consider but not commit strongly."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,somewhat,Somewhat unique,The 60-second cleaning claim is somewhat different from regular body washes but not radically unique given existing products and participant's skepticism toward hype.
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,somewhat,Somewhat relevant,"The product addresses a need for quick cleansing during busy days, which is somewhat relevant but participant showers once daily routinely and is not occasion-driven."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,Participant trusts dermatologist-backed claims more than marketing; micellar tech is plausible but the 60-second complete clean claim may seem optimistic.
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Dove is a trusted international brand participant uses, so the product fits the brand somewhat well though the innovation is a bit of a departure from their usual expectations."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 4, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 4; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"The Dove 60-Second Body Spray is seen as somewhat unique and innovative but only somewhat relevant and fitting, so moderate positive ratings with neutrality on excitement and memorability align with prior answers."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""skeptical_claims"", ""happy_current""]",Price might be too high; Might not work as claimed; Happy with current product,"Survey responses show cautious interest with 'might or might not buy' and concerns about efficacy and price, plus some satisfaction with current Nivea body wash."
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",4,4,"Interest in Dove Skip is relatively high due to the appealing 12-hour moisturization benefit that solves lotion hassle, despite price sensitivity."
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?","The most appealing part is the 12-hour moisturization straight from the shower, which solves the hassle of applying lotion and keeps skin hydrated effectively.","The most appealing part is the 12-hour moisturization straight from the shower, which solves the hassle of applying lotion and keeps skin hydrated effectively.",The concept's benefit of long-lasting hydration without extra steps aligns with the participant's preference for skin softness and convenience.
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?","I would improve the concept by ensuring the moisturizing effect is clinically proven and not just a claim, and by offering a more affordable price option closer to ₹300-400 to match my price sensitivity.","I would improve the concept by ensuring the moisturizing effect is clinically proven and not just a claim, and by offering a more affordable price option closer to ₹300-400 to match my price sensitivity.",Concerns about price and skepticism about claims were expressed; clinical validation is important for trust.
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,3,3 (Somewhat well),The Dove Skip concept fits somewhat well with the routine as it addresses a common pain point but price and proof concerns temper fit.
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,4,4,Likely to save time moderately to highly because it eliminates the need for lotion application after showering.
Concept 2: Dove Skip,M8_q25,"Based on what you've seen, how likely would you be to buy the Dove Skip?",probably_buy,Probably would buy,"The Dove Skip product offers a clear benefit (12-hour moisturization without lotion) that aligns with participant’s skin sensitivity and preference for proven benefits, making it appealing though price is mid-premium."
Concept 2: Dove Skip,M8_q27,How unique or different is the Dove Skip compared to other body wash products available today?,somewhat,Somewhat unique,"Similar Dove product (60-Second Body Spray) was rated somewhat unique, and this new Dove Skip with advanced lipid-lock tech fits that pattern of moderate uniqueness."
Concept 2: Dove Skip,M8_q28,How relevant is the Dove Skip to your personal needs?,somewhat,Somewhat relevant,"The Dove 60-Second Body Spray was rated somewhat relevant, and since Dove Skip addresses moisturizing which is a common need but not a strong unmet one, relevance is similarly somewhat relevant."
Concept 2: Dove Skip,M8_q29,How believable are the claims made about the Dove Skip?,somewhat,Somewhat believable,"Claims for Dove 60-Second Body Spray were considered somewhat believable, so similar clinical-sounding claims for Dove Skip would be viewed with moderate belief."
Concept 2: Dove Skip,M8_q30,How well does the Dove Skip idea fit with what you expect from the Dove brand?,somewhat,Fits somewhat well,"Prior evidence shows Dove product ideas fit somewhat well with expectations from the Dove brand, so this new Dove Skip fits that same moderate alignment."
Concept 2: Dove Skip,M8_q31,How would you describe the Dove Skip? Rate each pair of characteristics.,"{""Basic-Premium"": 4, ""Boring-Exciting"": 3, ""Not for me-Made for me"": 3, ""Old-fashioned-Innovative"": 3, ""Forgettable-Memorable"": 3}",Basic-Premium: 4; Boring-Exciting: 3; Not for me-Made for me: 3; Old-fashioned-Innovative: 3; Forgettable-Memorable: 3,"Dove Skip is somewhat unique and relevant with moderate excitement and innovation perception; price concerns temper enthusiasm, so mostly neutral to slightly positive ratings fit."
Concept 2: Dove Skip,M8_q34,"What concerns, if any, would you have about trying the Dove Skip? Select all that apply.","[""price_high"", ""skeptical_claims""]",Price might be too high; Might not work as claimed,"Given the premium price (Rs.349-599) and moderate skepticism, price and efficacy are key concerns; no indication of satisfaction with current product affecting this."
Concept 3: Dove Night Wash,M8_q35,"Overall, how interested are you in this product concept?",3,3 (Moderately interested),Interest is moderate as the calming night shower ritual is appealing but price and lack of expert endorsement reduce enthusiasm.
