Section,Question ID,Question,Answer (Value),Answer (Label),Reasoning
Category Screening,M8_q01,How often do you personally use body wash or shower gel?,daily,Daily,"Real interview data shows I shower once per day and use only body wash, making daily usage the consistent pattern."
Category Screening,M8_q02,Which body wash or shower gel brands have you used in the past 3 months? Select all that apply.,"[""dove""]",Dove,Real interview data explicitly states 'Dove only' as current brand and shows extreme brand loyalty with consistent repurchasing behavior.
Category Screening,M8_q03,"Overall, how satisfied are you with the body wash or shower gel you currently use most often?",very_satisfied,Very satisfied,"Real interview evidence shows I've been loyal to Dove since childhood and consistently repurchase the same product, indicating high satisfaction with my current choice."
Category Screening,M8_q04,"What, if anything, would you most like to see improved in body wash or shower gel products?","I'd like to see more natural, chemical-free formulations with ingredients that are gentle enough to use on face and body, without parabens or sulfates.","I'd like to see more natural, chemical-free formulations with ingredients that are gentle enough to use on face and body, without parabens or sulfates.","Based on my strong preference for chemical-free products and valuing formulations gentle enough for face use, as shown in my ingredient-first decision making and gentle formulation seeking traits."
Concept 1: Dove 60-Second Body Spray,M8_q05,"Overall, how interested are you in this product concept?",2,2,"While the micellar technology sounds interesting, I'm not very interested overall due to concerns about the spray format, high price for small size, and being very satisfied with my current Dove product."
Concept 1: Dove 60-Second Body Spray,M8_q06,"What, if anything, did you find most appealing about the Dove 60-Second Body Spray concept?","The micellar cleansing technology sounds interesting since it's proven technology from face care, but I'm not sure about the spray format.","The micellar cleansing technology sounds interesting since it's proven technology from face care, but I'm not sure about the spray format.","My preference for face-safe formulations and proven ingredients makes the micellar technology appealing, though I value convenience over novelty which makes me cautious about new formats."
Concept 1: Dove 60-Second Body Spray,M8_q07,"What, if anything, would you change or improve about the Dove 60-Second Body Spray concept?","I'd want to see the full ingredient list and make sure it's as gentle as regular Dove products, and the price seems high for the small size.","I'd want to see the full ingredient list and make sure it's as gentle as regular Dove products, and the price seems high for the small size.",My ingredients-first decision making and price ceiling enforcement (₹200-350 range) make me concerned about both formulation safety and the ₹399 price point.
Concept 1: Dove 60-Second Body Spray,M8_q08,How well does the Dove 60-Second Body Spray concept fit with your current routine?,2,2,The concept doesn't fit well with my routine since I prefer traditional gentle formulations and am not rushing between activities enough to need this specialized format.
Concept 1: Dove 60-Second Body Spray,M8_q09,How likely would the Dove 60-Second Body Spray be to save you time in your routine?,2,2,"While it might save some time, I'm skeptical about the spray format's effectiveness and prefer my established routine with regular Dove body wash."
Concept 1: Dove 60-Second Body Spray,M8_q10,"Based on what you've seen, how likely would you be to buy the Dove 60-Second Body Spray?",probably_not,Probably would not buy,"While this is Dove brand which I'm loyal to, the spray format contradicts my preference for convenience over novelty and the ₹399 price pushes my ₹200-350 ceiling, plus I prefer traditional squeeze bottles."
Concept 1: Dove 60-Second Body Spray,M8_q12,How unique or different is the Dove 60-Second Body Spray compared to other body wash products available today?,very,Very unique,"The 60-second spray format with micellar technology is genuinely different from traditional body wash formats, though my preference is for proven conventional products."
Concept 1: Dove 60-Second Body Spray,M8_q13,How relevant is the Dove 60-Second Body Spray to your personal needs?,not_very,Not very relevant,"I shower once daily in a routine manner and prefer my established gentle routine over speed-focused products, making this rushed-cleaning concept less relevant to my needs."
Concept 1: Dove 60-Second Body Spray,M8_q14,How believable are the claims made about the Dove 60-Second Body Spray?,somewhat,Somewhat believable,"Since it's from Dove which I trust completely and mentions proven micellar technology, I find the claims moderately believable despite being skeptical of innovative formats."
Concept 1: Dove 60-Second Body Spray,M8_q15,How well does the Dove 60-Second Body Spray idea fit with what you expect from the Dove brand?,not_very,Doesn't fit very well,"While I'm deeply loyal to Dove, this speed-focused spray format doesn't align with Dove's gentle, moisturizing positioning that I've valued since childhood."
Concept 1: Dove 60-Second Body Spray,M8_q16,How would you describe the Dove 60-Second Body Spray? Rate each pair of characteristics.,"{""Basic-Premium"": 3, ""Boring-Exciting"": 2, ""Not for me-Made for me"": 2, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 3}",Basic-Premium: 3; Boring-Exciting: 2; Not for me-Made for me: 2; Old-fashioned-Innovative: 4; Forgettable-Memorable: 3,"The spray format is innovative but doesn't fit my routine well, and while the micellar technology is interesting, I'm skeptical about the format and price for my needs."
Concept 1: Dove 60-Second Body Spray,M8_q19,"What concerns, if any, would you have about trying the Dove 60-Second Body Spray? Select all that apply.","[""price_high"", ""happy_current""]",Price might be too high; Happy with current product,"Price-ceiling-enforcer trait shows concern about ₹199-399 pricing, and childhood-brand-loyalty-anchor means satisfaction with current Dove makes switching unlikely."
Concept 2: Dove Skip,M8_q20,"Overall, how interested are you in this product concept?",4,4,This concept strongly appeals to me since I have dry skin concerns and the moisturizing benefit that eliminates need for separate body lotion directly addresses my needs.
Concept 2: Dove Skip,M8_q21,"What, if anything, did you find most appealing about the Dove Skip concept?",The moisturizing benefit appeals to me since I have dry skin concerns and it would eliminate the need for separate body lotion.,The moisturizing benefit appeals to me since I have dry skin concerns and it would eliminate the need for separate body lotion.,My gentle formulation seeking trait and documented dry skin concerns make the built-in moisturizing feature very appealing for addressing my specific skin needs.
Concept 2: Dove Skip,M8_q22,"What, if anything, would you change or improve about the Dove Skip concept?",I'd want to know all the ingredients in the lipid-lock technology and ensure it's as natural and gentle as regular Dove formulations.,I'd want to know all the ingredients in the lipid-lock technology and ensure it's as natural and gentle as regular Dove formulations.,My chemical-free prioritizer trait and ingredients-first decision making approach means I need transparency about new technology ingredients before trusting the product.
Concept 2: Dove Skip,M8_q23,How well does the Dove Skip concept fit with your current routine?,4,4,"The Skip concept fits well with my routine since I have dry skin and want moisturized post-wash feeling, and this would eliminate the extra step of applying body lotion."
Concept 2: Dove Skip,M8_q24,How likely would the Dove Skip be to save you time in your routine?,4,4,"This would likely save me time by eliminating the need for separate body lotion application after showering, which aligns with my preference for efficient routines."
Concept 2: Dove Skip,M8_q25,"Based on what you've seen, how likely would you be to buy the Dove Skip?",probably_buy,Probably would buy,"This Dove Skip concept aligns perfectly with my needs - it's from my trusted Dove brand, addresses moisturizing which I value, stays within my ₹200-350 price range at ₹349, and offers convenience without complexity."
Concept 2: Dove Skip,M8_q27,How unique or different is the Dove Skip compared to other body wash products available today?,very,Very unique,"As an ingredients-first decision maker who values moisturizing benefits for dry skin, the lipid-lock technology concept would seem very innovative compared to standard body washes."
Concept 2: Dove Skip,M8_q28,How relevant is the Dove Skip to your personal needs?,very,Very relevant,"Given my dry skin concerns and preference for gentle formulations that provide moisturizing benefits, a body wash that eliminates the need for separate body lotion directly addresses my skin needs."
Concept 2: Dove Skip,M8_q29,How believable are the claims made about the Dove Skip?,somewhat,Somewhat believable,"While I'm skeptical of marketing claims and prefer proven formulations, the moisturizing technology aligns with Dove's established expertise in gentle, hydrating products."
Concept 2: Dove Skip,M8_q30,How well does the Dove Skip idea fit with what you expect from the Dove brand?,very,Fits very well,"This concept aligns perfectly with Dove's brand promise of gentle, moisturizing care that I've trusted since childhood, making it a natural extension of their existing formulations."
Concept 2: Dove Skip,M8_q31,How would you describe the Dove Skip? Rate each pair of characteristics.,"{""Basic-Premium"": 4, ""Boring-Exciting"": 4, ""Not for me-Made for me"": 4, ""Old-fashioned-Innovative"": 4, ""Forgettable-Memorable"": 4}",Basic-Premium: 4; Boring-Exciting: 4; Not for me-Made for me: 4; Old-fashioned-Innovative: 4; Forgettable-Memorable: 4,"This concept strongly appeals to me since I have dry skin concerns and the moisturizing benefit would eliminate the need for separate body lotion, making it very relevant to my needs."
Concept 2: Dove Skip,M8_q34,"What concerns, if any, would you have about trying the Dove Skip? Select all that apply.","[""no_concerns""]",No concerns,"Previous survey answer shows 'probably_buy' likelihood for Dove Skip with 'very' relevance and 'very' brand fit, indicating genuine interest without major concerns."
Concept 3: Dove Night Wash,M8_q35,"Overall, how interested are you in this product concept?",2,2,"While the chamomile and lavender ingredients sound natural and appealing, the concept is not very relevant to my needs and the price concerns make me less interested overall."
